"NYSVoter Enrollment by Election District, Party Affiliation and Status",,,,,,,,,,,,,,
"Voters Registered as of November 1, 2016",,,,,,,,,,,,,,
Kings  County,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
COUNTY,ELECTION DIST,,STATUS,DEM,REP,CON,GRE,WOR,IND,WEP,REF,OTH,BLANK,TOTAL
Kings,Kings,46010,Active,687,40,2,1,4,17,1,0,0,114,866
Kings,Kings,46010,Inactive,85,5,0,0,1,4,0,0,0,14,109
Kings,Kings,46010,Total,772,45,2,1,5,21,1,0,0,128,975
Kings,Kings,46011,Active,639,123,4,1,1,14,1,0,0,71,854
Kings,Kings,46011,Inactive,58,3,0,0,0,1,0,0,0,12,74
Kings,Kings,46011,Total,697,126,4,1,1,15,1,0,0,83,928
Kings,Kings,46012,Active,862,40,2,1,8,9,0,0,1,199,"1,122"
Kings,Kings,46012,Inactive,91,3,1,0,0,1,0,0,0,13,109
Kings,Kings,46012,Total,953,43,3,1,8,10,0,0,1,212,"1,231"
Kings,Kings,46013,Active,756,59,2,1,7,20,0,0,0,147,992
Kings,Kings,46013,Inactive,104,3,0,0,1,3,0,0,0,17,128
Kings,Kings,46013,Total,860,62,2,1,8,23,0,0,0,164,"1,120"
Kings,Kings,46014,Active,859,62,2,1,4,18,0,0,0,214,"1,160"
Kings,Kings,46014,Inactive,105,3,0,0,0,2,0,0,0,19,129
Kings,Kings,46014,Total,964,65,2,1,4,20,0,0,0,233,"1,289"
Kings,Kings 46015,,Active,832,65,1,1,9,25,1,0,0,163,"1,097"
,,,,,,,,,,,,,,
Page 60 of 241,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"NYSVoter Enrollment by Election District, Party Affiliation and Status",,,,,,,,,,,,,,
"Voters Registered as of November 1, 2016",,,,,,,,,,,,,,
Kings  County,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
COUNTY,ELECTION DIST,,STATUS,DEM,REP,CON,GRE,WOR,IND,WEP,REF,OTH,BLANK,TOTAL
Kings,Kings,46015,Inactive,78,3,0,0,0,2,0,0,0,21,104
Kings,Kings,46015,Total,910,68,1,1,9,27,1,0,0,184,"1,201"
Kings,Kings,46016,Active,702,93,3,0,3,25,0,1,0,292,"1,119"
Kings,Kings,46016,Inactive,93,10,1,0,0,2,0,0,0,33,139
Kings,Kings,46016,Total,795,103,4,0,3,27,0,1,0,325,"1,258"
Kings,Kings,46017,Active,361,225,0,1,2,23,0,0,1,176,789
Kings,Kings,46017,Inactive,88,39,1,0,0,3,0,0,0,35,166
Kings,Kings,46017,Total,449,264,1,1,2,26,0,0,1,211,955
Kings,Kings,46018,Active,482,375,2,4,4,35,0,0,0,255,"1,157"
Kings,Kings,46018,Inactive,46,19,0,0,0,2,0,0,0,17,84
Kings,Kings,46018,Total,528,394,2,4,4,37,0,0,0,272,"1,241"
Kings,Kings,46019,Active,471,299,5,4,0,39,0,0,1,240,"1,059"
Kings,Kings,46019,Inactive,59,11,0,0,1,3,0,0,0,18,92
Kings,Kings,46019,Total,530,310,5,4,1,42,0,0,1,258,"1,151"
Kings,Kings,46020,Active,342,171,0,0,0,23,0,0,0,127,663
Kings,Kings,46020,Inactive,35,11,0,0,0,0,0,0,0,11,57
Kings,Kings,46020,Total,377,182,0,0,0,23,0,0,0,138,720
Kings,Kings,46021,Active,313,223,5,1,0,23,0,0,0,165,730
Kings,Kings,46021,Inactive,48,16,0,0,0,1,0,0,0,10,75
Kings,Kings,46021,Total,361,239,5,1,0,24,0,0,0,175,805
Kings,Kings 46022,,Active,326,200,2,0,0,21,0,0,0,155,704
,,,,,,,,,,,,,,
Page 61 of 241,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"NYSVoter Enrollment by Election District, Party Affiliation and Status",,,,,,,,,,,,,,
"Voters Registered as of November 1, 2016",,,,,,,,,,,,,,
Kings  County,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
COUNTY,ELECTION DIST,,STATUS,DEM,REP,CON,GRE,WOR,IND,WEP,REF,OTH,BLANK,TOTAL
Kings,Kings,46022,Inactive,24,8,0,0,0,0,0,0,0,7,39
Kings,Kings,46022,Total,350,208,2,0,0,21,0,0,0,162,743
Kings,Kings,46023,Active,288,190,2,0,2,15,0,0,0,111,608
Kings,Kings,46023,Inactive,16,5,0,0,0,0,0,0,0,8,29
Kings,Kings,46023,Total,304,195,2,0,2,15,0,0,0,119,637
Kings,Kings,46024,Active,319,234,1,0,0,14,0,0,0,133,701
Kings,Kings,46024,Inactive,29,13,0,0,0,4,0,0,0,4,50
Kings,Kings,46024,Total,348,247,1,0,0,18,0,0,0,137,751
Kings,Kings,46025,Active,385,189,5,0,0,11,0,0,0,117,707
Kings,Kings,46025,Inactive,36,12,0,0,0,1,0,0,0,8,57
Kings,Kings,46025,Total,421,201,5,0,0,12,0,0,0,125,764
Kings,Kings,46026,Active,535,263,1,2,4,24,0,0,1,215,"1,045"
Kings,Kings,46026,Inactive,30,8,0,0,0,1,0,0,0,12,51
Kings,Kings,46026,Total,565,271,1,2,4,25,0,0,1,227,"1,096"
Kings,Kings,46027,Active,204,149,3,0,0,6,0,0,0,87,449
Kings,Kings,46027,Inactive,14,4,0,0,0,1,0,0,0,5,24
Kings,Kings,46027,Total,218,153,3,0,0,7,0,0,0,92,473
Kings,Kings,46028,Active,318,205,2,0,2,24,0,0,0,126,677
Kings,Kings,46028,Inactive,34,3,0,0,0,2,0,0,0,8,47
Kings,Kings,46028,Total,352,208,2,0,2,26,0,0,0,134,724
Kings,Kings 46029,,Active,321,197,0,0,3,9,0,0,0,135,665
,,,,,,,,,,,,,,
Page 62 of 241,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"NYSVoter Enrollment by Election District, Party Affiliation and Status",,,,,,,,,,,,,,
"Voters Registered as of November 1, 2016",,,,,,,,,,,,,,
Kings  County,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
COUNTY,ELECTION DIST,,STATUS,DEM,REP,CON,GRE,WOR,IND,WEP,REF,OTH,BLANK,TOTAL
Kings,Kings,46029,Inactive,32,6,0,0,1,2,0,0,0,9,50
Kings,Kings,46029,Total,353,203,0,0,4,11,0,0,0,144,715
Kings,Kings,46030,Active,337,200,2,1,0,21,1,0,1,148,711
Kings,Kings,46030,Inactive,7,5,0,0,0,0,0,0,0,7,19
Kings,Kings,46030,Total,344,205,2,1,0,21,1,0,1,155,730
Kings,Kings,46031,Active,577,167,5,2,4,41,0,0,1,301,"1,098"
Kings,Kings,46031,Inactive,56,11,1,0,1,5,0,0,0,26,100
Kings,Kings,46031,Total,633,178,6,2,5,46,0,0,1,327,"1,198"
Kings,Kings,46032,Active,433,41,1,0,5,5,0,0,0,119,604
Kings,Kings,46032,Inactive,38,2,0,0,0,3,0,0,0,15,58
Kings,Kings,46032,Total,471,43,1,0,5,8,0,0,0,134,662
Kings,Kings,46033,Active,699,52,4,2,1,20,0,0,0,169,947
Kings,Kings,46033,Inactive,63,2,0,0,1,2,0,0,0,20,88
Kings,Kings,46033,Total,762,54,4,2,2,22,0,0,0,189,"1,035"
Kings,Kings,46034,Active,321,87,8,1,3,13,0,0,1,168,602
Kings,Kings,46034,Inactive,29,13,1,0,1,0,0,0,0,15,59
Kings,Kings,46034,Total,350,100,9,1,4,13,0,0,1,183,661
Kings,Kings,46035,Active,263,67,5,0,1,9,1,0,0,153,499
Kings,Kings,46035,Inactive,15,10,1,0,0,0,0,0,0,10,36
Kings,Kings,46035,Total,278,77,6,0,1,9,1,0,0,163,535
Kings,Kings 46036,,Active,465,341,15,1,2,30,0,0,2,221,"1,077"
,,,,,,,,,,,,,,
Page 63 of 241,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"NYSVoter Enrollment by Election District, Party Affiliation and Status",,,,,,,,,,,,,,
"Voters Registered as of November 1, 2016",,,,,,,,,,,,,,
Kings  County,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
COUNTY,ELECTION DIST,,STATUS,DEM,REP,CON,GRE,WOR,IND,WEP,REF,OTH,BLANK,TOTAL
Kings,Kings,46036,Inactive,23,13,0,0,0,0,0,0,0,17,53
Kings,Kings,46036,Total,488,354,15,1,2,30,0,0,2,238,"1,130"
Kings,Kings,46037,Active,3,1,0,0,0,2,0,0,0,2,8
Kings,Kings,46037,Inactive,2,0,0,0,0,0,0,0,0,0,2
Kings,Kings,46037,Total,5,1,0,0,0,2,0,0,0,2,10
Kings,Kings,46038,Active,559,267,7,3,1,46,0,0,1,322,"1,206"
Kings,Kings,46038,Inactive,62,24,1,1,1,2,0,0,0,31,122
Kings,Kings,46038,Total,621,291,8,4,2,48,0,0,1,353,"1,328"
Kings,Kings,46039,Active,659,178,5,0,1,34,0,0,0,309,"1,186"
Kings,Kings,46039,Inactive,60,14,0,0,0,1,0,0,0,31,106
Kings,Kings,46039,Total,719,192,5,0,1,35,0,0,0,340,"1,292"
Kings,Kings,46040,Active,190,41,1,0,2,10,0,0,0,99,343
Kings,Kings,46040,Inactive,6,0,0,0,0,0,0,0,0,6,12
Kings,Kings,46040,Total,196,41,1,0,2,10,0,0,0,105,355
Kings,Kings,46041,Active,486,268,13,2,2,55,0,0,3,233,"1,062"
Kings,Kings,46041,Inactive,40,16,1,0,2,7,0,0,0,18,84
Kings,Kings,46041,Total,526,284,14,2,4,62,0,0,3,251,"1,146"
Kings,Kings,46042,Active,248,138,11,2,1,16,1,2,0,174,593
Kings,Kings,46042,Inactive,6,10,0,0,0,1,0,0,0,9,26
Kings,Kings,46042,Total,254,148,11,2,1,17,1,2,0,183,619
Kings,Kings 46043,,Active,524,252,5,5,3,27,0,0,0,369,"1,185"
,,,,,,,,,,,,,,
Page 64 of 241,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"NYSVoter Enrollment by Election District, Party Affiliation and Status",,,,,,,,,,,,,,
"Voters Registered as of November 1, 2016",,,,,,,,,,,,,,
Kings  County,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
COUNTY,ELECTION DIST,,STATUS,DEM,REP,CON,GRE,WOR,IND,WEP,REF,OTH,BLANK,TOTAL
Kings,Kings,46043,Inactive,43,15,0,0,0,5,0,0,0,35,98
Kings,Kings,46043,Total,567,267,5,5,3,32,0,0,0,404,"1,283"
Kings,Kings,46044,Active,507,354,3,1,2,38,0,0,0,259,"1,164"
Kings,Kings,46044,Inactive,44,15,1,1,0,2,0,0,0,28,91
Kings,Kings,46044,Total,551,369,4,2,2,40,0,0,0,287,"1,255"
Kings,Kings,46045,Active,625,205,5,1,4,30,2,0,0,326,"1,198"
Kings,Kings,46045,Inactive,33,10,0,0,0,1,0,0,0,17,61
Kings,Kings,46045,Total,658,215,5,1,4,31,2,0,0,343,"1,259"
Kings,Kings,46046,Active,381,257,5,0,2,33,0,0,0,161,839
Kings,Kings,46046,Inactive,30,14,0,0,0,3,0,0,0,13,60
Kings,Kings,46046,Total,411,271,5,0,2,36,0,0,0,174,899
Kings,Kings,46047,Active,469,271,18,2,0,29,0,1,0,278,"1,068"
Kings,Kings,46047,Inactive,29,15,1,0,0,0,0,0,0,12,57
Kings,Kings,46047,Total,498,286,19,2,0,29,0,1,0,290,"1,125"
Kings,Kings,46048,Active,577,172,13,4,5,37,0,0,3,267,"1,078"
Kings,Kings,46048,Inactive,36,13,4,0,1,2,0,0,0,16,72
Kings,Kings,46048,Total,613,185,17,4,6,39,0,0,3,283,"1,150"
Kings,Kings,46049,Active,543,187,16,6,1,41,0,0,0,233,"1,027"
Kings,Kings,46049,Inactive,37,16,1,1,1,2,0,0,0,29,87
Kings,Kings,46049,Total,580,203,17,7,2,43,0,0,0,262,"1,114"
Kings,Kings 46050,,Active,538,321,15,6,6,43,1,0,1,254,"1,185"
,,,,,,,,,,,,,,
Page 65 of 241,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"NYSVoter Enrollment by Election District, Party Affiliation and Status",,,,,,,,,,,,,,
"Voters Registered as of November 1, 2016",,,,,,,,,,,,,,
Kings  County,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
COUNTY,ELECTION DIST,,STATUS,DEM,REP,CON,GRE,WOR,IND,WEP,REF,OTH,BLANK,TOTAL
Kings,Kings,46050,Inactive,40,23,0,0,0,2,0,0,0,16,81
Kings,Kings,46050,Total,578,344,15,6,6,45,1,0,1,270,"1,266"
Kings,Kings,46051,Active,385,365,8,3,0,49,0,0,1,213,"1,024"
Kings,Kings,46051,Inactive,32,20,2,0,0,2,0,0,0,14,70
Kings,Kings,46051,Total,417,385,10,3,0,51,0,0,1,227,"1,094"
Kings,Kings,46052,Active,538,267,12,4,7,45,0,0,1,249,"1,123"
Kings,Kings,46052,Inactive,79,37,2,0,0,6,0,0,0,26,150
Kings,Kings,46052,Total,617,304,14,4,7,51,0,0,1,275,"1,273"
Kings,Kings,46053,Active,499,264,9,4,1,30,1,0,0,250,"1,058"
Kings,Kings,46053,Inactive,29,23,1,0,0,8,0,0,0,18,79
Kings,Kings,46053,Total,528,287,10,4,1,38,1,0,0,268,"1,137"
Kings,Kings,46054,Active,468,182,4,5,4,40,0,0,1,246,950
Kings,Kings,46054,Inactive,34,11,4,0,1,6,0,0,0,15,71
Kings,Kings,46054,Total,502,193,8,5,5,46,0,0,1,261,"1,021"
Kings,Kings,46055,Active,686,168,12,4,4,38,0,0,1,280,"1,193"
Kings,Kings,46055,Inactive,54,22,0,0,0,6,0,0,0,34,116
Kings,Kings,46055,Total,740,190,12,4,4,44,0,0,1,314,"1,309"
Kings,Kings,46056,Active,584,160,4,6,5,32,1,0,0,278,"1,070"
Kings,Kings,46056,Inactive,35,12,1,0,1,1,0,0,0,27,77
Kings,Kings,46056,Total,619,172,5,6,6,33,1,0,0,305,"1,147"
Kings,Kings 46057,,Active,488,237,13,1,2,33,0,0,0,244,"1,018"
,,,,,,,,,,,,,,
Page 66 of 241,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"NYSVoter Enrollment by Election District, Party Affiliation and Status",,,,,,,,,,,,,,
"Voters Registered as of November 1, 2016",,,,,,,,,,,,,,
Kings  County,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
COUNTY,ELECTION DIST,,STATUS,DEM,REP,CON,GRE,WOR,IND,WEP,REF,OTH,BLANK,TOTAL
Kings,Kings,46057,Inactive,22,14,0,0,0,1,0,0,0,18,55
Kings,Kings,46057,Total,510,251,13,1,2,34,0,0,0,262,"1,073"
Kings,Kings,46058,Active,533,175,8,4,6,43,0,0,1,281,"1,051"
Kings,Kings,46058,Inactive,61,13,2,0,0,6,0,0,0,30,112
Kings,Kings,46058,Total,594,188,10,4,6,49,0,0,1,311,"1,163"
Kings,Kings,46059,Active,601,187,14,2,5,55,0,0,1,262,"1,127"
Kings,Kings,46059,Inactive,60,23,0,0,2,11,0,0,0,32,128
Kings,Kings,46059,Total,661,210,14,2,7,66,0,0,1,294,"1,255"
Kings,Kings,46060,Active,609,295,21,0,0,54,0,0,0,248,"1,227"
Kings,Kings,46060,Inactive,37,17,0,0,0,5,0,0,0,13,72
Kings,Kings,46060,Total,646,312,21,0,0,59,0,0,0,261,"1,299"
Kings,Kings,46061,Active,475,250,8,6,0,45,0,0,1,230,"1,015"
Kings,Kings,46061,Inactive,57,19,2,1,0,7,0,0,0,27,113
Kings,Kings,46061,Total,532,269,10,7,0,52,0,0,1,257,"1,128"
Kings,Kings,46062,Active,628,279,11,3,3,48,0,0,0,264,"1,236"
Kings,Kings,46062,Inactive,60,17,4,0,0,6,0,0,0,26,113
Kings,Kings,46062,Total,688,296,15,3,3,54,0,0,0,290,"1,349"
Kings,Kings,46063,Active,423,152,9,2,4,26,1,0,0,197,814
Kings,Kings,46063,Inactive,68,21,0,0,0,7,0,0,0,22,118
Kings,Kings,46063,Total,491,173,9,2,4,33,1,0,0,219,932
Kings,Kings 46064,,Active,519,287,10,8,1,55,0,0,1,287,"1,168"
,,,,,,,,,,,,,,
Page 67 of 241,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"NYSVoter Enrollment by Election District, Party Affiliation and Status",,,,,,,,,,,,,,
"Voters Registered as of November 1, 2016",,,,,,,,,,,,,,
Kings  County,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
COUNTY,ELECTION DIST,,STATUS,DEM,REP,CON,GRE,WOR,IND,WEP,REF,OTH,BLANK,TOTAL
Kings,Kings,46064,Inactive,49,27,1,0,1,5,0,0,0,23,106
Kings,Kings,46064,Total,568,314,11,8,2,60,0,0,1,310,"1,274"
Kings,Kings,46065,Active,528,247,23,4,5,50,0,0,1,259,"1,117"
Kings,Kings,46065,Inactive,51,19,1,0,0,5,0,0,0,27,103
Kings,Kings,46065,Total,579,266,24,4,5,55,0,0,1,286,"1,220"
Kings,Kings,46066,Active,383,142,4,1,3,28,0,0,0,225,786
Kings,Kings,46066,Inactive,27,12,0,0,0,2,0,0,0,22,63
Kings,Kings,46066,Total,410,154,4,1,3,30,0,0,0,247,849
Kings,Kings,46067,Active,481,342,18,1,7,34,0,0,0,273,"1,156"
Kings,Kings,46067,Inactive,18,13,0,0,0,5,0,0,0,12,48
Kings,Kings,46067,Total,499,355,18,1,7,39,0,0,0,285,"1,204"
Kings,Kings,46068,Active,427,307,16,0,2,29,0,1,1,187,970
Kings,Kings,46068,Inactive,13,9,1,0,0,0,0,0,0,11,34
Kings,Kings,46068,Total,440,316,17,0,2,29,0,1,1,198,"1,004"
Kings,Kings,46069,Active,408,299,15,1,5,20,0,0,2,191,941
Kings,Kings,46069,Inactive,26,9,0,1,0,1,0,0,0,12,49
Kings,Kings,46069,Total,434,308,15,2,5,21,0,0,2,203,990
Kings,Kings,46070,Active,363,322,16,3,0,29,0,0,0,186,919
Kings,Kings,46070,Inactive,14,16,3,0,1,1,0,0,0,8,43
Kings,Kings,46070,Total,377,338,19,3,1,30,0,0,0,194,962
Kings,Kings 46071,,Active,433,306,8,6,2,28,0,0,1,239,"1,023"
,,,,,,,,,,,,,,
Page 68 of 241,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"NYSVoter Enrollment by Election District, Party Affiliation and Status",,,,,,,,,,,,,,
"Voters Registered as of November 1, 2016",,,,,,,,,,,,,,
Kings  County,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
COUNTY,,ELECTION DIST,STATUS,DEM,REP,CON,GRE,WOR,IND,WEP,REF,OTH,BLANK,TOTAL
Kings,Kings,46071,Inactive,18,23,2,0,0,1,0,0,0,9,53
Kings,Kings,46071,Total,451,329,10,6,2,29,0,0,1,248,"1,076"
Kings,Kings,46072,Active,562,280,11,3,3,44,1,0,2,264,"1,170"
Kings,Kings,46072,Inactive,49,24,0,0,0,5,0,0,0,33,111
Kings,Kings,46072,Total,611,304,11,3,3,49,1,0,2,297,"1,281"
Kings,Kings,46073,Active,209,126,0,0,1,10,0,0,0,105,451
Kings,Kings,46073,Inactive,40,11,0,0,0,1,0,0,0,8,60
Kings,Kings,46073,Total,249,137,0,0,1,11,0,0,0,113,511
Kings,Kings,46074,Active,94,39,3,0,0,7,0,0,0,49,192
Kings,Kings,46074,Inactive,40,10,0,0,0,6,0,0,0,13,69
Kings,Kings,46074,Total,134,49,3,0,0,13,0,0,0,62,261
Kings,Kings,46076,Active,1,0,0,0,0,0,0,0,0,0,1
Kings,Kings,46076,Total,1,0,0,0,0,0,0,0,0,0,1
Kings,Kings,46078,Active,324,189,6,2,4,27,0,0,1,174,727
Kings,Kings,46078,Inactive,23,13,0,0,0,5,0,0,0,19,60
Kings,Kings,46078,Total,347,202,6,2,4,32,0,0,1,193,787
Kings,Kings,46079,Active,324,355,25,3,3,27,0,0,0,134,871
Kings,Kings,46079,Inactive,7,17,0,0,0,4,0,0,0,7,35
Kings,Kings,46079,Total,331,372,25,3,3,31,0,0,0,141,906
Kings,Kings,47001,Active,538,239,12,3,4,32,0,0,1,307,"1,136"
Kings,Kings,47001,Inactive,17,7,0,0,1,0,0,0,0,11,36
,,,,,,,,,,,,,,
Page 69 of 241,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"NYSVoter Enrollment by Election District, Party Affiliation and Status",,,,,,,,,,,,,,
"Voters Registered as of November 1, 2016",,,,,,,,,,,,,,
Kings  County,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
COUNTY,ELECTION DIST,,STATUS,DEM,REP,CON,GRE,WOR,IND,WEP,REF,OTH,BLANK,TOTAL
Kings,Kings 47001,,Total,555,246,12,3,5,32,0,0,1,318,"1,172"
Kings,Kings 47002,,Active,591,246,10,0,5,43,1,0,0,326,"1,222"
Kings,Kings 47002,,Inactive,42,15,1,0,3,1,0,0,0,18,80
Kings,Kings 47002,,Total,633,261,11,0,8,44,1,0,0,344,"1,302"
Kings,Kings,47003,Active,550,178,10,0,7,24,1,0,0,371,"1,141"
Kings,Kings,47003,Inactive,38,8,0,0,1,5,0,0,0,24,76
Kings,Kings,47003,Total,588,186,10,0,8,29,1,0,0,395,"1,217"
Kings,Kings,47004,Active,36,13,1,0,0,2,0,0,0,28,80
Kings,Kings,47004,Inactive,3,0,0,0,0,0,0,0,0,4,7
Kings,Kings,47004,Total,39,13,1,0,0,2,0,0,0,32,87
Kings,Kings,47005,Active,457,165,3,0,8,17,0,0,0,228,878
Kings,Kings,47005,Inactive,32,11,0,0,1,2,0,0,0,9,55
Kings,Kings,47005,Total,489,176,3,0,9,19,0,0,0,237,933
Kings,Kings,47006,Active,504,150,2,1,7,24,0,0,0,320,"1,008"
Kings,Kings,47006,Inactive,49,10,0,0,0,2,0,0,0,25,86
Kings,Kings,47006,Total,553,160,2,1,7,26,0,0,0,345,"1,094"
Kings,Kings,47007,Active,457,163,5,0,3,21,0,0,0,271,920
Kings,Kings,47007,Inactive,40,13,1,0,0,0,0,0,0,17,71
Kings,Kings,47007,Total,497,176,6,0,3,21,0,0,0,288,991
Kings,Kings,47008,Active,368,143,5,1,1,17,0,0,0,229,764
Kings,Kings,47008,Inactive,22,9,1,0,0,0,0,0,0,10,42
,,,,,,,,,,,,,,
Page 70 of 241,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"NYSVoter Enrollment by Election District, Party Affiliation and Status",,,,,,,,,,,,,,
"Voters Registered as of November 1, 2016",,,,,,,,,,,,,,
Kings  County,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
COUNTY,ELECTION DIST,,STATUS,DEM,REP,CON,GRE,WOR,IND,WEP,REF,OTH,BLANK,TOTAL
Kings,Kings 47008,,Total,390,152,6,1,1,17,0,0,0,239,806
Kings,Kings 47009,,Active,546,185,6,2,5,32,0,0,0,333,"1,109"
Kings,Kings 47009,,Inactive,29,9,1,0,0,2,0,0,0,22,63
Kings,Kings 47009,,Total,575,194,7,2,5,34,0,0,0,355,"1,172"
Kings,Kings,47010,Active,89,23,1,1,0,2,0,0,0,54,170
Kings,Kings,47010,Inactive,6,2,0,0,0,2,0,0,0,7,17
Kings,Kings,47010,Total,95,25,1,1,0,4,0,0,0,61,187
Kings,Kings,47011,Active,406,145,1,0,2,19,0,0,1,253,827
Kings,Kings,47011,Inactive,36,9,1,0,0,4,0,0,0,20,70
Kings,Kings,47011,Total,442,154,2,0,2,23,0,0,1,273,897
Kings,Kings,47012,Active,486,137,9,2,1,22,1,0,1,307,966
Kings,Kings,47012,Inactive,43,7,1,0,0,1,0,0,0,24,76
Kings,Kings,47012,Total,529,144,10,2,1,23,1,0,1,331,"1,042"
Kings,Kings,47013,Active,524,157,4,3,2,17,0,0,1,293,"1,001"
Kings,Kings,47013,Inactive,36,16,2,0,0,2,0,0,0,17,73
Kings,Kings,47013,Total,560,173,6,3,2,19,0,0,1,310,"1,074"
Kings,Kings,47014,Active,460,163,6,1,0,27,1,0,0,281,939
Kings,Kings,47014,Inactive,66,17,1,0,1,6,0,0,0,18,109
Kings,Kings,47014,Total,526,180,7,1,1,33,1,0,0,299,"1,048"
Kings,Kings,47015,Active,641,124,6,8,3,24,0,0,0,290,"1,096"
Kings,Kings,47015,Inactive,100,17,0,0,1,6,0,0,0,57,181
,,,,,,,,,,,,,,
Page 71 of 241,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"NYSVoter Enrollment by Election District, Party Affiliation and Status",,,,,,,,,,,,,,
"Voters Registered as of November 1, 2016",,,,,,,,,,,,,,
Kings  County,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
COUNTY,ELECTION DIST,,STATUS,DEM,REP,CON,GRE,WOR,IND,WEP,REF,OTH,BLANK,TOTAL
Kings,Kings 47015,,Total,741,141,6,8,4,30,0,0,0,347,"1,277"
Kings,Kings 47016,,Active,396,127,3,1,4,21,1,0,0,282,835
Kings,Kings 47016,,Inactive,22,17,1,0,1,0,0,0,0,20,61
Kings,Kings 47016,,Total,418,144,4,1,5,21,1,0,0,302,896
Kings,Kings,47017,Active,374,94,2,0,3,32,1,0,0,195,701
Kings,Kings,47017,Inactive,29,10,0,0,0,0,0,0,0,19,58
Kings,Kings,47017,Total,403,104,2,0,3,32,1,0,0,214,759
