"NYSVoter Enrollment by Election District, Party Affiliation and Status",,,,,,,,,,,,,,
"Voters Registered as of November 1, 2016",,,,,,,,,,,,,,
Richmond  County,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
COUNTY,ELECTION DIST,,STATUS,DEM,REP,CON,GRE,WOR,IND,WEP,REF,OTH,BLANK,TOTAL
"NYSVoter Enrollment by Election District, Party Affiliation and Status",,,,,,,,,,,,,,
"Voters Registered as of November 1, 2016",,,,,,,,,,,,,,
Richmond  County,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
COUNTY,ELECTION DIST,,STATUS,DEM,REP,CON,GRE,WOR,IND,WEP,REF,OTH,BLANK,TOTAL
Richmond,Richmond,63063,Active,404,349,20,3,1,46,0,0,0,219,"1,042"
Richmond,Richmond,63063,Inactive,30,27,0,0,0,4,0,0,0,14,75
Richmond,Richmond,63063,Total,434,376,20,3,1,50,0,0,0,233,"1,117"
Richmond,Richmond,63064,Active,439,362,22,2,3,48,0,0,1,220,"1,097"
Richmond,Richmond,63064,Inactive,30,26,2,0,1,1,0,0,0,17,77
Richmond,Richmond,63064,Total,469,388,24,2,4,49,0,0,1,237,"1,174"
Richmond,Richmond,63065,Active,425,311,28,1,7,22,0,0,1,199,994
Richmond,Richmond,63065,Inactive,35,18,3,1,2,0,0,0,0,15,74
Richmond,Richmond,63065,Total,460,329,31,2,9,22,0,0,1,214,"1,068"
Richmond,Richmond,63066,Active,398,288,16,2,3,31,0,0,0,172,910
Richmond,Richmond,63066,Inactive,22,17,0,0,0,2,0,0,0,9,50
Richmond,Richmond,63066,Total,420,305,16,2,3,33,0,0,0,181,960
Richmond,Richmond,63067,Active,307,241,22,1,3,41,0,0,0,128,743
Richmond,Richmond,63067,Inactive,16,13,1,0,0,0,0,0,0,13,43
Richmond,Richmond,63067,Total,323,254,23,1,3,41,0,0,0,141,786
Richmond,Richmond,63068,Active,705,214,11,0,5,31,0,0,0,309,"1,275"
Richmond,Richmond,63068,Inactive,32,7,1,0,0,3,0,0,0,13,56
Richmond,Richmond,63068,Total,737,221,12,0,5,34,0,0,0,322,"1,331"
Richmond,Richmond,63069,Active,381,218,14,1,3,26,0,0,0,165,808
Richmond,Richmond,63069,Inactive,34,15,1,0,0,1,0,0,0,8,59
Richmond,Richmond,63069,Total,415,233,15,1,3,27,0,0,0,173,867
,,,,,,,,,,,,,,
Page 30 of 39,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"NYSVoter Enrollment by Election District, Party Affiliation and Status",,,,,,,,,,,,,,
"Voters Registered as of November 1, 2016",,,,,,,,,,,,,,
Richmond  County,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
COUNTY,ELECTION DIST,,STATUS,DEM,REP,CON,GRE,WOR,IND,WEP,REF,OTH,BLANK,TOTAL
Richmond,Richmond,63070,Active,258,190,10,1,0,19,0,0,0,148,626
Richmond,Richmond,63070,Inactive,27,17,0,0,0,0,0,0,0,10,54
Richmond,Richmond,63070,Total,285,207,10,1,0,19,0,0,0,158,680
Richmond,Richmond,63071,Active,562,63,2,1,6,18,0,0,0,99,751
Richmond,Richmond,63071,Inactive,48,7,0,0,0,2,0,0,0,13,70
Richmond,Richmond,63071,Total,610,70,2,1,6,20,0,0,0,112,821
Richmond,Richmond,63072,Active,365,283,10,0,2,26,0,0,0,202,888
Richmond,Richmond,63072,Inactive,17,9,0,0,0,2,0,0,0,7,35
Richmond,Richmond,63072,Total,382,292,10,0,2,28,0,0,0,209,923
Richmond,Richmond,63073,Active,412,275,24,2,4,31,1,0,1,221,971
Richmond,Richmond,63073,Inactive,24,13,2,0,0,4,0,0,0,16,59
Richmond,Richmond,63073,Total,436,288,26,2,4,35,1,0,1,237,"1,030"
Richmond,Richmond,63074,Active,222,142,11,0,0,17,0,0,0,80,472
Richmond,Richmond,63074,Inactive,9,12,0,0,0,1,0,0,0,4,26
Richmond,Richmond,63074,Total,231,154,11,0,0,18,0,0,0,84,498
Richmond,Richmond,63075,Active,493,62,8,1,7,22,0,0,0,91,684
Richmond,Richmond,63075,Inactive,45,12,3,0,0,4,0,0,0,17,81
Richmond,Richmond,63075,Total,538,74,11,1,7,26,0,0,0,108,765
Richmond,Richmond,63081,Active,334,255,8,0,4,32,0,0,1,148,782
Richmond,Richmond,63081,Inactive,20,19,2,0,0,2,0,0,0,10,53
Richmond,Richmond,63081,Total,354,274,10,0,4,34,0,0,1,158,835
,,,,,,,,,,,,,,
Page 31 of 39,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"NYSVoter Enrollment by Election District, Party Affiliation and Status",,,,,,,,,,,,,,
"Voters Registered as of November 1, 2016",,,,,,,,,,,,,,
Richmond  County,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
COUNTY,ELECTION DIST,,STATUS,DEM,REP,CON,GRE,WOR,IND,WEP,REF,OTH,BLANK,TOTAL
Richmond,Richmond,64001,Active,381,439,26,1,5,54,1,0,0,274,"1,181"
Richmond,Richmond,64001,Inactive,27,26,3,0,0,1,0,0,0,22,79
Richmond,Richmond,64001,Total,408,465,29,1,5,55,1,0,0,296,"1,260"
Richmond,Richmond,64002,Active,362,480,28,2,0,48,0,0,1,274,"1,195"
Richmond,Richmond,64002,Inactive,16,19,1,0,0,1,0,0,0,15,52
Richmond,Richmond,64002,Total,378,499,29,2,0,49,0,0,1,289,"1,247"
Richmond,Richmond,64003,Active,352,442,35,1,1,47,1,0,1,221,"1,101"
Richmond,Richmond,64003,Inactive,7,14,1,0,1,0,0,0,0,5,28
Richmond,Richmond,64003,Total,359,456,36,1,2,47,1,0,1,226,"1,129"
Richmond,Richmond,64004,Active,399,460,37,2,6,54,0,0,1,236,"1,195"
Richmond,Richmond,64004,Inactive,24,26,1,0,0,5,0,0,0,15,71
Richmond,Richmond,64004,Total,423,486,38,2,6,59,0,0,1,251,"1,266"
Richmond,Richmond,64005,Active,398,478,29,0,2,44,0,0,0,236,"1,187"
Richmond,Richmond,64005,Inactive,23,23,1,0,0,3,0,0,0,19,69
Richmond,Richmond,64005,Total,421,501,30,0,2,47,0,0,0,255,"1,256"
Richmond,Richmond,64006,Active,384,456,26,0,5,35,0,0,0,249,"1,155"
Richmond,Richmond,64006,Inactive,21,9,0,0,0,1,0,0,0,11,42
Richmond,Richmond,64006,Total,405,465,26,0,5,36,0,0,0,260,"1,197"
Richmond,Richmond,64007,Active,311,518,30,1,2,40,0,0,1,278,"1,181"
Richmond,Richmond,64007,Inactive,14,20,0,0,0,3,0,0,0,14,51
Richmond,Richmond,64007,Total,325,538,30,1,2,43,0,0,1,292,"1,232"
,,,,,,,,,,,,,,
Page 32 of 39,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"NYSVoter Enrollment by Election District, Party Affiliation and Status",,,,,,,,,,,,,,
"Voters Registered as of November 1, 2016",,,,,,,,,,,,,,
Richmond  County,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
COUNTY,ELECTION DIST,,STATUS,DEM,REP,CON,GRE,WOR,IND,WEP,REF,OTH,BLANK,TOTAL
Richmond,Richmond,64008,Active,420,464,17,1,3,48,0,1,0,245,"1,199"
Richmond,Richmond,64008,Inactive,27,21,2,0,1,7,0,0,0,9,67
Richmond,Richmond,64008,Total,447,485,19,1,4,55,0,1,0,254,"1,266"
Richmond,Richmond,64009,Active,438,438,21,3,7,29,0,0,0,232,"1,168"
Richmond,Richmond,64009,Inactive,23,23,1,0,0,2,0,0,0,19,68
Richmond,Richmond,64009,Total,461,461,22,3,7,31,0,0,0,251,"1,236"
Richmond,Richmond,64010,Active,393,454,24,0,3,45,0,0,0,243,"1,162"
Richmond,Richmond,64010,Inactive,28,18,1,1,0,5,0,0,0,13,66
Richmond,Richmond,64010,Total,421,472,25,1,3,50,0,0,0,256,"1,228"
Richmond,Richmond,64011,Active,113,144,16,0,1,5,0,1,0,68,348
Richmond,Richmond,64011,Inactive,7,1,0,0,0,2,0,0,0,4,14
Richmond,Richmond,64011,Total,120,145,16,0,1,7,0,1,0,72,362
Richmond,Richmond,64012,Active,297,340,17,0,1,26,0,0,0,169,850
Richmond,Richmond,64012,Inactive,18,23,1,0,0,3,0,0,0,20,65
Richmond,Richmond,64012,Total,315,363,18,0,1,29,0,0,0,189,915
Richmond,Richmond,64013,Active,147,140,7,1,2,15,0,0,1,114,427
Richmond,Richmond,64013,Inactive,29,24,6,0,0,2,0,0,0,13,74
Richmond,Richmond,64013,Total,176,164,13,1,2,17,0,0,1,127,501
Richmond,Richmond,64014,Active,421,453,19,1,6,49,0,0,0,253,"1,202"
Richmond,Richmond,64014,Inactive,22,11,0,0,0,0,0,0,0,12,45
Richmond,Richmond,64014,Total,443,464,19,1,6,49,0,0,0,265,"1,247"
,,,,,,,,,,,,,,
Page 33 of 39,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"NYSVoter Enrollment by Election District, Party Affiliation and Status",,,,,,,,,,,,,,
"Voters Registered as of November 1, 2016",,,,,,,,,,,,,,
Richmond  County,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
COUNTY,ELECTION DIST,,STATUS,DEM,REP,CON,GRE,WOR,IND,WEP,REF,OTH,BLANK,TOTAL
Richmond,Richmond,64015,Active,328,473,25,3,4,39,1,0,0,203,"1,076"
Richmond,Richmond,64015,Inactive,18,14,1,0,0,0,0,0,0,16,49
Richmond,Richmond,64015,Total,346,487,26,3,4,39,1,0,0,219,"1,125"
Richmond,Richmond,64016,Active,404,475,37,0,5,34,0,0,0,221,"1,176"
Richmond,Richmond,64016,Inactive,23,11,0,0,0,0,0,0,0,8,42
Richmond,Richmond,64016,Total,427,486,37,0,5,34,0,0,0,229,"1,218"
Richmond,Richmond,64017,Active,414,423,32,1,2,44,0,0,1,242,"1,159"
Richmond,Richmond,64017,Inactive,24,24,0,0,1,1,0,0,0,14,64
Richmond,Richmond,64017,Total,438,447,32,1,3,45,0,0,1,256,"1,223"
Richmond,Richmond,64018,Active,472,312,19,1,9,34,0,0,0,295,"1,142"
Richmond,Richmond,64018,Inactive,25,22,2,0,0,2,0,0,0,23,74
Richmond,Richmond,64018,Total,497,334,21,1,9,36,0,0,0,318,"1,216"
Richmond,Richmond,64019,Active,559,186,7,2,5,38,0,0,1,210,"1,008"
Richmond,Richmond,64019,Inactive,67,27,3,0,2,6,0,0,0,32,137
Richmond,Richmond,64019,Total,626,213,10,2,7,44,0,0,1,242,"1,145"
Richmond,Richmond,64020,Active,477,341,15,2,6,31,0,0,0,317,"1,189"
Richmond,Richmond,64020,Inactive,28,22,2,0,0,3,0,0,0,25,80
Richmond,Richmond,64020,Total,505,363,17,2,6,34,0,0,0,342,"1,269"
Richmond,Richmond,64021,Active,376,323,14,3,1,40,1,0,0,229,987
Richmond,Richmond,64021,Inactive,41,31,2,0,1,6,0,0,0,15,96
Richmond,Richmond,64021,Total,417,354,16,3,2,46,1,0,0,244,"1,083"
,,,,,,,,,,,,,,
Page 34 of 39,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"NYSVoter Enrollment by Election District, Party Affiliation and Status",,,,,,,,,,,,,,
"Voters Registered as of November 1, 2016",,,,,,,,,,,,,,
Richmond  County,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
COUNTY,ELECTION DIST,,STATUS,DEM,REP,CON,GRE,WOR,IND,WEP,REF,OTH,BLANK,TOTAL
Richmond,Richmond,64022,Active,411,383,28,2,2,56,0,0,0,261,"1,143"
Richmond,Richmond,64022,Inactive,33,15,1,0,2,3,0,0,0,8,62
Richmond,Richmond,64022,Total,444,398,29,2,4,59,0,0,0,269,"1,205"
Richmond,Richmond,64023,Active,429,347,33,0,3,46,0,0,1,235,"1,094"
Richmond,Richmond,64023,Inactive,34,43,3,1,0,5,0,0,0,33,119
Richmond,Richmond,64023,Total,463,390,36,1,3,51,0,0,1,268,"1,213"
Richmond,Richmond,64024,Active,395,362,23,4,1,36,0,0,1,277,"1,099"
Richmond,Richmond,64024,Inactive,22,11,1,0,0,4,0,0,0,9,47
Richmond,Richmond,64024,Total,417,373,24,4,1,40,0,0,1,286,"1,146"
Richmond,Richmond,64025,Active,438,340,17,0,5,34,0,0,0,313,"1,147"
Richmond,Richmond,64025,Inactive,58,36,0,0,0,5,0,0,0,23,122
Richmond,Richmond,64025,Total,496,376,17,0,5,39,0,0,0,336,"1,269"
Richmond,Richmond,64026,Active,436,361,10,1,5,44,1,0,0,275,"1,133"
Richmond,Richmond,64026,Inactive,22,13,1,0,0,2,0,0,0,12,50
Richmond,Richmond,64026,Total,458,374,11,1,5,46,1,0,0,287,"1,183"
Richmond,Richmond,64027,Active,432,331,12,6,5,44,0,0,3,301,"1,134"
Richmond,Richmond,64027,Inactive,26,17,3,0,0,2,0,0,0,17,65
Richmond,Richmond,64027,Total,458,348,15,6,5,46,0,0,3,318,"1,199"
Richmond,Richmond,64028,Active,339,319,11,0,5,31,0,0,1,271,977
Richmond,Richmond,64028,Inactive,32,23,1,0,0,3,0,0,0,35,94
Richmond,Richmond,64028,Total,371,342,12,0,5,34,0,0,1,306,"1,071"
,,,,,,,,,,,,,,
Page 35 of 39,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"NYSVoter Enrollment by Election District, Party Affiliation and Status",,,,,,,,,,,,,,
"Voters Registered as of November 1, 2016",,,,,,,,,,,,,,
Richmond  County,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
COUNTY,ELECTION DIST,,STATUS,DEM,REP,CON,GRE,WOR,IND,WEP,REF,OTH,BLANK,TOTAL
Richmond,Richmond,64029,Active,445,351,15,1,5,54,2,0,1,290,"1,164"
Richmond,Richmond,64029,Inactive,16,26,0,0,1,2,0,0,0,23,68
Richmond,Richmond,64029,Total,461,377,15,1,6,56,2,0,1,313,"1,232"
Richmond,Richmond,64030,Active,345,301,11,0,4,40,1,0,0,246,948
Richmond,Richmond,64030,Inactive,21,15,3,0,0,6,0,0,0,27,72
Richmond,Richmond,64030,Total,366,316,14,0,4,46,1,0,0,273,"1,020"
Richmond,Richmond,64031,Active,463,358,15,4,4,45,0,1,0,256,"1,146"
Richmond,Richmond,64031,Inactive,69,34,6,1,2,5,0,0,0,32,149
Richmond,Richmond,64031,Total,532,392,21,5,6,50,0,1,0,288,"1,295"
Richmond,Richmond,64032,Active,493,364,22,2,4,35,0,0,0,253,"1,173"
Richmond,Richmond,64032,Inactive,30,29,1,0,0,5,0,0,0,19,84
Richmond,Richmond,64032,Total,523,393,23,2,4,40,0,0,0,272,"1,257"
Richmond,Richmond,64033,Active,404,341,24,2,2,30,1,0,1,251,"1,056"
Richmond,Richmond,64033,Inactive,26,21,1,0,0,5,0,0,0,16,69
Richmond,Richmond,64033,Total,430,362,25,2,2,35,1,0,1,267,"1,125"
Richmond,Richmond,64034,Active,414,324,17,1,2,29,0,0,0,244,"1,031"
Richmond,Richmond,64034,Inactive,37,22,3,0,0,1,0,0,0,15,78
Richmond,Richmond,64034,Total,451,346,20,1,2,30,0,0,0,259,"1,109"
Richmond,Richmond,64035,Active,390,432,31,3,2,34,2,0,1,229,"1,124"
Richmond,Richmond,64035,Inactive,27,22,0,0,0,1,0,0,0,11,61
Richmond,Richmond,64035,Total,417,454,31,3,2,35,2,0,1,240,"1,185"
,,,,,,,,,,,,,,
Page 36 of 39,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"NYSVoter Enrollment by Election District, Party Affiliation and Status",,,,,,,,,,,,,,
"Voters Registered as of November 1, 2016",,,,,,,,,,,,,,
Richmond  County,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
COUNTY,ELECTION DIST,,STATUS,DEM,REP,CON,GRE,WOR,IND,WEP,REF,OTH,BLANK,TOTAL
Richmond,Richmond,64036,Active,454,351,17,1,7,31,0,0,0,244,"1,105"
Richmond,Richmond,64036,Inactive,26,19,1,0,0,3,0,0,0,17,66
Richmond,Richmond,64036,Total,480,370,18,1,7,34,0,0,0,261,"1,171"
Richmond,Richmond,64037,Active,266,270,11,0,1,25,0,0,0,194,767
Richmond,Richmond,64037,Inactive,9,16,2,0,0,1,0,0,0,6,34
Richmond,Richmond,64037,Total,275,286,13,0,1,26,0,0,0,200,801
Richmond,Richmond,64038,Active,363,189,10,1,5,26,0,0,1,192,787
Richmond,Richmond,64038,Inactive,26,17,1,0,1,3,0,0,0,24,72
Richmond,Richmond,64038,Total,389,206,11,1,6,29,0,0,1,216,859
Richmond,Richmond,64039,Active,519,341,20,3,2,39,0,0,0,271,"1,195"
Richmond,Richmond,64039,Inactive,21,16,0,1,0,2,0,0,0,8,48
Richmond,Richmond,64039,Total,540,357,20,4,2,41,0,0,0,279,"1,243"
Richmond,Richmond,64040,Active,691,206,11,1,6,40,0,0,0,227,"1,182"
Richmond,Richmond,64040,Inactive,43,11,3,0,3,5,0,0,0,16,81
Richmond,Richmond,64040,Total,734,217,14,1,9,45,0,0,0,243,"1,263"
Richmond,Richmond,64041,Active,485,342,19,0,6,42,2,0,1,307,"1,204"
Richmond,Richmond,64041,Inactive,37,22,1,0,2,2,0,0,0,23,87
Richmond,Richmond,64041,Total,522,364,20,0,8,44,2,0,1,330,"1,291"
Richmond,Richmond,64042,Active,536,234,13,1,5,43,0,0,0,330,"1,162"
Richmond,Richmond,64042,Inactive,48,21,0,0,2,5,0,0,1,11,88
Richmond,Richmond,64042,Total,584,255,13,1,7,48,0,0,1,341,"1,250"
,,,,,,,,,,,,,,
Page 37 of 39,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"NYSVoter Enrollment by Election District, Party Affiliation and Status",,,,,,,,,,,,,,
"Voters Registered as of November 1, 2016",,,,,,,,,,,,,,
Richmond  County,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
COUNTY,ELECTION DIST,,STATUS,DEM,REP,CON,GRE,WOR,IND,WEP,REF,OTH,BLANK,TOTAL
Richmond,Richmond,64043,Active,449,269,18,0,6,54,0,0,1,324,"1,121"
Richmond,Richmond,64043,Inactive,34,22,0,0,2,1,0,0,0,18,77
Richmond,Richmond,64043,Total,483,291,18,0,8,55,0,0,1,342,"1,198"
Richmond,Richmond,64044,Active,522,300,18,3,1,30,0,0,0,283,"1,157"
Richmond,Richmond,64044,Inactive,35,17,2,0,0,2,0,0,0,21,77
Richmond,Richmond,64044,Total,557,317,20,3,1,32,0,0,0,304,"1,234"
Richmond,Richmond,64045,Active,269,171,7,0,4,23,0,0,0,142,616
Richmond,Richmond,64045,Inactive,30,12,1,0,0,1,0,0,0,12,56
Richmond,Richmond,64045,Total,299,183,8,0,4,24,0,0,0,154,672
Richmond,Richmond,64046,Active,350,191,53,0,6,21,0,0,0,160,781
Richmond,Richmond,64046,Inactive,21,11,2,0,0,1,0,0,0,7,42
Richmond,Richmond,64046,Total,371,202,55,0,6,22,0,0,0,167,823
Richmond,Richmond,64047,Active,406,230,16,3,5,35,1,0,0,225,921
Richmond,Richmond,64047,Inactive,33,13,2,0,0,1,0,0,0,19,68
Richmond,Richmond,64047,Total,439,243,18,3,5,36,1,0,0,244,989
Richmond,Richmond,64048,Active,163,223,16,1,1,15,0,1,1,86,507
Richmond,Richmond,64048,Inactive,15,6,2,0,0,0,0,0,0,4,27
Richmond,Richmond,64048,Total,178,229,18,1,1,15,0,1,1,90,534
Richmond,Richmond,64049,Active,462,188,6,1,6,23,0,0,1,214,901
Richmond,Richmond,64049,Inactive,48,16,0,0,0,4,0,0,0,16,84
Richmond,Richmond,64049,Total,510,204,6,1,6,27,0,0,1,230,985
,,,,,,,,,,,,,,
Page 38 of 39,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"NYSVoter Enrollment by Election District, Party Affiliation and Status",,,,,,,,,,,,,,
"Voters Registered as of November 1, 2016",,,,,,,,,,,,,,
Richmond  County,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
COUNTY,ELECTION DIST,STATUS,DEM,REP,CON,GRE,WOR,IND,WEP,REF,OTH,BLANK,TOTAL,
Richmond,Richmond 64050,Active,606,224,25,2,8,48,0,0,1,268,"1,182",
Richmond,Richmond 64050,Inactive,52,26,2,0,1,6,0,0,0,22,109,
Richmond,Richmond 64050,Total,658,250,27,2,9,54,0,0,1,290,"1,291",
Richmond,Richmond 64051,Active,615,217,15,0,3,36,0,0,0,299,"1,185",
Richmond,Richmond 64051,Inactive,46,37,0,0,0,3,0,0,0,35,121,
Richmond,Richmond 64051,Total,661,254,15,0,3,39,0,0,0,334,"1,306",
Richmond,Richmond 64052,Active,495,294,22,1,5,33,0,0,1,287,"1,138",
Richmond,Richmond 64052,Inactive,27,14,1,0,0,3,0,0,0,16,61,
Richmond,Richmond 64052,Total,522,308,23,1,5,36,0,0,1,303,"1,199",
Richmond,Richmond 64053,Active,446,241,21,1,4,34,0,1,0,207,955,
Richmond,Richmond 64053,Inactive,22,8,0,0,1,4,0,0,0,12,47,
Richmond,Richmond 64053,Total,468,249,21,1,5,38,0,1,0,219,"1,002",
Richmond,Richmond 64062,Active,178,150,12,0,2,17,0,0,0,111,470,
Richmond,Richmond 64062,Inactive,10,15,0,0,0,0,0,0,0,13,38,
Richmond,Richmond 64062,Total,188,165,12,0,2,17,0,0,0,124,508,
Richmond  County Total,,Active,"125,048","81,224","4,433",380,"1,138","9,678",51,22,124,"59,189","281,287",
Richmond  County Total,,Inactive,"8,656","4,526",254,32,106,705,0,0,8,"3,940","18,227",
Richmond  County Total,,Total,"133,704","85,750","4,687",412,"1,244","10,383",51,22,132,"63,129","299,514",
,,,,,,,,,,,,,,
Page 39 of 39,,,,,,,,,,,,,,
