"NYSVoter Enrollment by Election District, Party Affiliation and Status",,,,,,,,,,,,,,
"Voters Registered as of November 1, 2016",,,,,,,,,,,,,,
Bronx  County,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
COUNTY,,ELECTION DIST,STATUS,DEM,REP,CON,GRE,WOR,IND,WEP,REF,OTH,BLANK,TOTAL
COUNTY,,ELECTION DIST,STATUS,DEM,REP,CON,GRE,WOR,IND,WEP,REF,OTH,BLANK,TOTAL
Bronx,Bronx,84032,Active,525,22,1,1,5,7,0,0,0,83,644
Bronx,Bronx,84032,Inactive,44,4,0,0,0,3,0,0,0,6,57
Bronx,Bronx,84032,Total,569,26,1,1,5,10,0,0,0,89,701
Bronx,Bronx,84033,Active,666,38,2,1,0,8,1,0,0,135,851
Bronx,Bronx,84033,Inactive,43,5,0,0,0,2,0,0,0,5,55
Bronx,Bronx,84033,Total,709,43,2,1,0,10,1,0,0,140,906
Bronx,Bronx,84034,Active,870,48,1,5,7,12,0,0,0,121,"1,064"
Bronx,Bronx,84034,Inactive,129,8,0,0,0,3,0,0,0,27,167
Bronx,Bronx,84034,Total,999,56,1,5,7,15,0,0,0,148,"1,231"
Bronx,Bronx,84035,Active,576,38,2,1,6,19,1,0,0,95,738
Bronx,Bronx,84035,Inactive,91,2,0,0,3,3,0,0,0,24,123
Bronx,Bronx,84035,Total,667,40,2,1,9,22,1,0,0,119,861
Bronx,Bronx,84036,Active,193,8,1,0,1,5,0,0,0,27,235
Bronx,Bronx,84036,Inactive,15,0,0,0,0,0,0,0,0,1,16
Bronx,Bronx,84036,Total,208,8,1,0,1,5,0,0,0,28,251
Bronx,Bronx,84037,Active,676,31,2,0,2,15,0,0,0,104,830
Bronx,Bronx,84037,Inactive,89,2,0,1,0,0,0,0,0,19,111
Bronx,Bronx,84037,Total,765,33,2,1,2,15,0,0,0,123,941
Bronx,Bronx,84038,Active,674,48,1,1,10,12,0,0,0,124,870
Bronx,Bronx,84038,Inactive,132,11,0,1,0,6,0,0,0,22,172
Bronx,Bronx,84038,Total,806,59,1,2,10,18,0,0,0,146,"1,042"
,,,,,,,,,,,,,,
Page 92 of 131,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"NYSVoter Enrollment by Election District, Party Affiliation and Status",,,,,,,,,,,,,,
"Voters Registered as of November 1, 2016",,,,,,,,,,,,,,
Bronx  County,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
COUNTY,,ELECTION DIST,STATUS,DEM,REP,CON,GRE,WOR,IND,WEP,REF,OTH,BLANK,TOTAL
Bronx,Bronx,84039,Active,864,47,8,1,4,21,1,0,0,152,"1,098"
Bronx,Bronx,84039,Inactive,140,9,2,0,2,0,0,0,0,26,179
Bronx,Bronx,84039,Total,"1,004",56,10,1,6,21,1,0,0,178,"1,277"
Bronx,Bronx,84040,Active,792,26,1,1,4,14,1,0,0,127,966
Bronx,Bronx,84040,Inactive,90,7,1,0,2,0,0,0,0,19,119
Bronx,Bronx,84040,Total,882,33,2,1,6,14,1,0,0,146,"1,085"
Bronx,Bronx,84041,Active,678,41,8,1,7,22,1,0,1,129,888
Bronx,Bronx,84041,Inactive,66,6,0,0,1,2,0,0,0,17,92
Bronx,Bronx,84041,Total,744,47,8,1,8,24,1,0,1,146,980
Bronx,Bronx,84042,Active,829,28,3,1,6,13,0,0,0,117,997
Bronx,Bronx,84042,Inactive,59,1,0,0,0,0,0,0,1,14,75
Bronx,Bronx,84042,Total,888,29,3,1,6,13,0,0,1,131,"1,072"
Bronx,Bronx,84043,Active,639,33,4,0,4,14,0,0,0,109,803
Bronx,Bronx,84043,Inactive,128,17,1,0,0,2,0,0,1,19,168
Bronx,Bronx,84043,Total,767,50,5,0,4,16,0,0,1,128,971
Bronx,Bronx,84044,Active,722,26,5,0,4,11,0,0,0,97,865
Bronx,Bronx,84044,Inactive,89,3,0,0,0,0,0,0,0,18,110
Bronx,Bronx,84044,Total,811,29,5,0,4,11,0,0,0,115,975
Bronx,Bronx,84045,Active,657,28,3,0,1,15,0,0,0,131,835
Bronx,Bronx,84045,Inactive,117,2,1,0,0,3,0,0,0,24,147
Bronx,Bronx,84045,Total,774,30,4,0,1,18,0,0,0,155,982
,,,,,,,,,,,,,,
Page 93 of 131,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"NYSVoter Enrollment by Election District, Party Affiliation and Status",,,,,,,,,,,,,,
"Voters Registered as of November 1, 2016",,,,,,,,,,,,,,
Bronx  County,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
COUNTY,,ELECTION DIST,STATUS,DEM,REP,CON,GRE,WOR,IND,WEP,REF,OTH,BLANK,TOTAL
Bronx,Bronx,84046,Active,522,19,2,1,1,8,0,0,1,86,640
Bronx,Bronx,84046,Inactive,63,6,0,0,2,1,0,0,0,17,89
Bronx,Bronx,84046,Total,585,25,2,1,3,9,0,0,1,103,729
Bronx,Bronx,84047,Active,273,9,1,0,1,2,0,0,0,52,338
Bronx,Bronx,84047,Inactive,55,2,0,0,1,3,0,0,0,19,80
Bronx,Bronx,84047,Total,328,11,1,0,2,5,0,0,0,71,418
