"NYSVoter Enrollment by Election District, Party Affiliation and Status",,,,,,,,,,,,,,
"Voters Registered as of November 1, 2016",,,,,,,,,,,,,,
Queens  County,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
COUNTY,,ELECTION DIST,STATUS,DEM,REP,CON,GRE,WOR,IND,WEP,REF,OTH,BLANK,TOTAL
Queens,Queens,29024,Active,840,29,2,0,0,15,0,0,0,95,981
Queens,Queens,29024,Inactive,52,1,0,0,0,2,0,0,0,8,63
Queens,Queens,29024,Total,892,30,2,0,0,17,0,0,0,103,"1,044"
Queens,Queens,29025,Active,847,32,4,0,2,17,0,0,0,92,994
Queens,Queens,29025,Inactive,21,1,0,0,0,2,0,0,0,3,27
Queens,Queens,29025,Total,868,33,4,0,2,19,0,0,0,95,"1,021"
Queens,Queens,29026,Active,954,32,4,2,3,22,1,0,1,101,"1,120"
Queens,Queens,29026,Inactive,86,8,0,0,1,4,0,0,0,9,108
Queens,Queens,29026,Total,"1,040",40,4,2,4,26,1,0,1,110,"1,228"
,,,,,,,,,,,,,,
Page 67 of 175,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"NYSVoter Enrollment by Election District, Party Affiliation and Status",,,,,,,,,,,,,,
"Voters Registered as of November 1, 2016",,,,,,,,,,,,,,
Queens  County,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
COUNTY,,ELECTION DIST,STATUS,DEM,REP,CON,GRE,WOR,IND,WEP,REF,OTH,BLANK,TOTAL
Queens,Queens,29027,Active,"1,013",24,7,0,2,21,2,0,0,145,"1,214"
Queens,Queens,29027,Inactive,31,1,0,0,0,0,0,0,0,5,37
Queens,Queens,29027,Total,"1,044",25,7,0,2,21,2,0,0,150,"1,251"
Queens,Queens,29028,Active,"1,040",38,1,1,4,21,0,0,0,128,"1,233"
Queens,Queens,29028,Inactive,22,0,0,0,1,2,0,0,0,8,33
Queens,Queens,29028,Total,"1,062",38,1,1,5,23,0,0,0,136,"1,266"
Queens,Queens,29029,Active,"1,029",29,0,0,4,14,0,0,0,145,"1,221"
Queens,Queens,29029,Inactive,49,0,0,0,0,1,0,0,0,5,55
Queens,Queens,29029,Total,"1,078",29,0,0,4,15,0,0,0,150,"1,276"
Queens,Queens,29030,Active,866,23,1,1,2,14,0,0,0,100,"1,007"
Queens,Queens,29030,Inactive,34,0,1,0,0,1,0,0,0,1,37
Queens,Queens,29030,Total,900,23,2,1,2,15,0,0,0,101,"1,044"
Queens,Queens,29031,Active,976,19,0,1,4,12,0,0,0,108,"1,120"
Queens,Queens,29031,Inactive,41,0,0,0,0,2,0,0,0,3,46
Queens,Queens,29031,Total,"1,017",19,0,1,4,14,0,0,0,111,"1,166"
Queens,Queens,29032,Active,"1,046",27,5,0,4,18,1,0,0,103,"1,204"
Queens,Queens,29032,Inactive,66,1,0,0,1,3,0,0,0,10,81
Queens,Queens,29032,Total,"1,112",28,5,0,5,21,1,0,0,113,"1,285"
Queens,Queens,29033,Active,"1,029",18,3,1,2,13,0,0,0,126,"1,192"
Queens,Queens,29033,Inactive,51,3,0,0,1,1,0,0,0,6,62
Queens,Queens,29033,Total,"1,080",21,3,1,3,14,0,0,0,132,"1,254"
,,,,,,,,,,,,,,
Page 68 of 175,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"NYSVoter Enrollment by Election District, Party Affiliation and Status",,,,,,,,,,,,,,
"Voters Registered as of November 1, 2016",,,,,,,,,,,,,,
Queens  County,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
COUNTY,,ELECTION DIST,STATUS,DEM,REP,CON,GRE,WOR,IND,WEP,REF,OTH,BLANK,TOTAL
Queens,Queens,29034,Active,"1,016",28,1,0,2,14,0,0,0,99,"1,160"
Queens,Queens,29034,Inactive,19,3,0,0,0,2,0,0,0,6,30
Queens,Queens,29034,Total,"1,035",31,1,0,2,16,0,0,0,105,"1,190"
Queens,Queens,29035,Active,754,15,1,0,9,16,0,0,0,101,896
Queens,Queens,29035,Inactive,35,3,0,0,0,2,0,0,0,4,44
Queens,Queens,29035,Total,789,18,1,0,9,18,0,0,0,105,940
Queens,Queens,29036,Active,799,108,3,1,6,22,0,0,0,256,"1,195"
Queens,Queens,29036,Inactive,34,5,0,0,0,1,0,0,0,6,46
Queens,Queens,29036,Total,833,113,3,1,6,23,0,0,0,262,"1,241"
Queens,Queens,29037,Active,794,82,1,0,4,32,1,0,0,203,"1,117"
Queens,Queens,29037,Inactive,46,9,0,0,0,3,0,0,0,8,66
Queens,Queens,29037,Total,840,91,1,0,4,35,1,0,0,211,"1,183"
Queens,Queens,29038,Active,887,82,5,0,5,30,0,0,0,218,"1,227"
Queens,Queens,29038,Inactive,45,3,0,0,0,0,0,0,0,8,56
Queens,Queens,29038,Total,932,85,5,0,5,30,0,0,0,226,"1,283"
Queens,Queens,29039,Active,679,71,4,1,1,25,0,0,0,202,983
Queens,Queens,29039,Inactive,34,3,0,0,0,0,0,0,0,12,49
Queens,Queens,29039,Total,713,74,4,1,1,25,0,0,0,214,"1,032"
Queens,Queens,29040,Active,522,13,0,0,2,16,0,0,0,59,612
Queens,Queens,29040,Inactive,31,0,0,0,1,1,0,0,0,1,34
Queens,Queens,29040,Total,553,13,0,0,3,17,0,0,0,60,646
,,,,,,,,,,,,,,
Page 69 of 175,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"NYSVoter Enrollment by Election District, Party Affiliation and Status",,,,,,,,,,,,,,
"Voters Registered as of November 1, 2016",,,,,,,,,,,,,,
Queens  County,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
COUNTY,,ELECTION DIST,STATUS,DEM,REP,CON,GRE,WOR,IND,WEP,REF,OTH,BLANK,TOTAL
Queens,Queens,29041,Active,773,20,3,1,3,16,0,0,0,83,899
Queens,Queens,29041,Inactive,36,1,0,0,0,0,0,0,0,6,43
Queens,Queens,29041,Total,809,21,3,1,3,16,0,0,0,89,942
Queens,Queens,29042,Active,926,29,3,0,0,18,0,0,0,121,"1,097"
Queens,Queens,29042,Inactive,56,2,0,0,1,0,0,0,0,6,65
Queens,Queens,29042,Total,982,31,3,0,1,18,0,0,0,127,"1,162"
Queens,Queens,29043,Active,804,41,4,2,2,17,0,0,0,135,"1,005"
Queens,Queens,29043,Inactive,61,1,0,0,1,1,0,0,0,7,71
Queens,Queens,29043,Total,865,42,4,2,3,18,0,0,0,142,"1,076"
Queens,Queens,29044,Active,786,36,2,0,0,22,0,0,0,111,957
Queens,Queens,29044,Inactive,44,3,0,0,0,4,0,0,0,8,59
Queens,Queens,29044,Total,830,39,2,0,0,26,0,0,0,119,"1,016"
Queens,Queens,29045,Active,868,41,2,0,6,28,1,0,0,111,"1,057"
Queens,Queens,29045,Inactive,35,2,0,0,0,0,0,0,0,9,46
Queens,Queens,29045,Total,903,43,2,0,6,28,1,0,0,120,"1,103"
Queens,Queens,29046,Active,950,46,3,1,4,26,1,0,1,144,"1,176"
Queens,Queens,29046,Inactive,64,1,0,0,0,4,0,0,0,12,81
Queens,Queens,29046,Total,"1,014",47,3,1,4,30,1,0,1,156,"1,257"
Queens,Queens,29047,Active,928,54,1,1,3,20,2,0,0,134,"1,143"
Queens,Queens,29047,Inactive,49,3,0,0,0,1,0,0,0,7,60
Queens,Queens,29047,Total,977,57,1,1,3,21,2,0,0,141,"1,203"
,,,,,,,,,,,,,,
Page 70 of 175,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"NYSVoter Enrollment by Election District, Party Affiliation and Status",,,,,,,,,,,,,,
"Voters Registered as of November 1, 2016",,,,,,,,,,,,,,
Queens  County,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
COUNTY,,ELECTION DIST,STATUS,DEM,REP,CON,GRE,WOR,IND,WEP,REF,OTH,BLANK,TOTAL
Queens,Queens,29048,Active,623,30,2,1,2,18,0,0,0,110,786
Queens,Queens,29048,Inactive,22,3,0,0,0,1,0,0,0,12,38
Queens,Queens,29048,Total,645,33,2,1,2,19,0,0,0,122,824
Queens,Queens,29049,Active,773,37,4,0,4,25,0,0,0,115,958
Queens,Queens,29049,Inactive,50,5,0,0,0,1,0,0,0,16,72
Queens,Queens,29049,Total,823,42,4,0,4,26,0,0,0,131,"1,030"
Queens,Queens,29050,Active,938,24,3,4,4,18,0,0,0,120,"1,111"
Queens,Queens,29050,Inactive,57,3,0,0,0,0,0,0,0,2,62
Queens,Queens,29050,Total,995,27,3,4,4,18,0,0,0,122,"1,173"
Queens,Queens,29051,Active,983,22,1,1,2,18,0,0,0,112,"1,139"
Queens,Queens,29051,Inactive,63,2,0,0,0,1,0,0,0,6,72
Queens,Queens,29051,Total,"1,046",24,1,1,2,19,0,0,0,118,"1,211"
Queens,Queens,29052,Active,958,31,0,3,3,21,0,0,0,102,"1,118"
Queens,Queens,29052,Inactive,44,0,0,0,0,2,0,0,0,4,50
Queens,Queens,29052,Total,"1,002",31,0,3,3,23,0,0,0,106,"1,168"
Queens,Queens,29053,Active,710,22,1,0,0,20,0,0,0,75,828
Queens,Queens,29053,Inactive,28,0,0,0,0,2,0,0,0,6,36
Queens,Queens,29053,Total,738,22,1,0,0,22,0,0,0,81,864
Queens,Queens,29054,Active,964,33,2,0,2,12,0,0,0,106,"1,119"
Queens,Queens,29054,Inactive,17,0,1,0,0,1,0,0,0,5,24
Queens,Queens,29054,Total,981,33,3,0,2,13,0,0,0,111,"1,143"
,,,,,,,,,,,,,,
Page 71 of 175,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"NYSVoter Enrollment by Election District, Party Affiliation and Status",,,,,,,,,,,,,,
"Voters Registered as of November 1, 2016",,,,,,,,,,,,,,
Queens  County,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
COUNTY,,ELECTION DIST,STATUS,DEM,REP,CON,GRE,WOR,IND,WEP,REF,OTH,BLANK,TOTAL
Queens,Queens,29055,Active,984,26,4,0,1,28,0,0,0,139,"1,182"
Queens,Queens,29055,Inactive,52,2,0,0,0,1,0,0,0,7,62
Queens,Queens,29055,Total,"1,036",28,4,0,1,29,0,0,0,146,"1,244"
Queens,Queens,29056,Active,962,25,0,1,7,22,0,0,0,140,"1,157"
Queens,Queens,29056,Inactive,52,3,0,0,0,1,0,0,0,9,65
Queens,Queens,29056,Total,"1,014",28,0,1,7,23,0,0,0,149,"1,222"
Queens,Queens,29057,Active,778,30,0,2,0,15,1,0,0,103,929
Queens,Queens,29057,Inactive,50,3,0,0,0,2,0,0,0,5,60
Queens,Queens,29057,Total,828,33,0,2,0,17,1,0,0,108,989
Queens,Queens,29058,Active,872,21,3,0,1,20,1,0,0,106,"1,024"
Queens,Queens,29058,Inactive,48,1,0,0,1,2,0,0,0,4,56
Queens,Queens,29058,Total,920,22,3,0,2,22,1,0,0,110,"1,080"
Queens,Queens,29059,Active,999,28,3,0,8,27,0,0,0,115,"1,180"
Queens,Queens,29059,Inactive,29,0,0,0,2,1,1,0,0,5,38
Queens,Queens,29059,Total,"1,028",28,3,0,10,28,1,0,0,120,"1,218"
Queens,Queens,29060,Active,"1,001",32,1,0,5,20,0,0,0,117,"1,176"
Queens,Queens,29060,Inactive,36,1,1,0,1,1,0,0,0,8,48
Queens,Queens,29060,Total,"1,037",33,2,0,6,21,0,0,0,125,"1,224"
Queens,Queens,29061,Active,922,22,3,0,1,24,0,0,0,119,"1,091"
Queens,Queens,29061,Inactive,26,1,0,0,0,0,0,0,0,7,34
Queens,Queens,29061,Total,948,23,3,0,1,24,0,0,0,126,"1,125"
,,,,,,,,,,,,,,
Page 72 of 175,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"NYSVoter Enrollment by Election District, Party Affiliation and Status",,,,,,,,,,,,,,
"Voters Registered as of November 1, 2016",,,,,,,,,,,,,,
Queens  County,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
COUNTY,,ELECTION DIST,STATUS,DEM,REP,CON,GRE,WOR,IND,WEP,REF,OTH,BLANK,TOTAL
Queens,Queens,29062,Active,"1,001",36,2,0,3,29,1,0,0,102,"1,174"
Queens,Queens,29062,Inactive,60,1,0,0,0,1,0,0,0,8,70
Queens,Queens,29062,Total,"1,061",37,2,0,3,30,1,0,0,110,"1,244"
Queens,Queens,29063,Active,847,23,1,0,2,17,0,0,0,111,"1,001"
Queens,Queens,29063,Inactive,34,0,0,0,0,1,0,0,0,7,42
Queens,Queens,29063,Total,881,23,1,0,2,18,0,0,0,118,"1,043"
Queens,Queens,29064,Active,765,18,3,0,2,19,0,0,0,91,898
Queens,Queens,29064,Inactive,34,1,0,0,0,0,0,0,0,4,39
Queens,Queens,29064,Total,799,19,3,0,2,19,0,0,0,95,937
Queens,Queens,29065,Active,725,14,1,1,0,12,0,0,0,59,812
Queens,Queens,29065,Inactive,27,0,0,0,0,1,0,0,0,1,29
Queens,Queens,29065,Total,752,14,1,1,0,13,0,0,0,60,841
Queens,Queens,29066,Active,719,18,2,0,1,17,0,0,0,79,836
Queens,Queens,29066,Inactive,29,1,0,0,0,2,0,0,0,4,36
Queens,Queens,29066,Total,748,19,2,0,1,19,0,0,0,83,872
Queens,Queens,29067,Active,849,42,3,0,1,21,1,0,0,135,"1,052"
Queens,Queens,29067,Inactive,37,4,0,0,0,1,0,0,0,5,47
Queens,Queens,29067,Total,886,46,3,0,1,22,1,0,0,140,"1,099"
Queens,Queens,29068,Active,920,66,6,1,4,30,0,0,1,131,"1,159"
Queens,Queens,29068,Inactive,46,6,0,0,0,0,0,0,0,6,58
Queens,Queens,29068,Total,966,72,6,1,4,30,0,0,1,137,"1,217"
,,,,,,,,,,,,,,
Page 73 of 175,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"NYSVoter Enrollment by Election District, Party Affiliation and Status",,,,,,,,,,,,,,
"Voters Registered as of November 1, 2016",,,,,,,,,,,,,,
Queens  County,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
COUNTY,,ELECTION DIST,STATUS,DEM,REP,CON,GRE,WOR,IND,WEP,REF,OTH,BLANK,TOTAL
Queens,Queens,29069,Active,362,10,1,0,2,6,0,0,0,52,433
Queens,Queens,29069,Inactive,24,3,0,0,0,1,0,0,0,1,29
Queens,Queens,29069,Total,386,13,1,0,2,7,0,0,0,53,462
Queens,Queens,29070,Active,791,24,1,1,4,29,0,0,0,149,999
Queens,Queens,29070,Inactive,52,1,0,0,2,1,0,0,0,8,64
Queens,Queens,29070,Total,843,25,1,1,6,30,0,0,0,157,"1,063"
Queens,Queens,29071,Active,750,39,5,0,4,17,0,0,0,125,940
Queens,Queens,29071,Inactive,31,0,0,0,0,0,0,0,0,10,41
Queens,Queens,29071,Total,781,39,5,0,4,17,0,0,0,135,981
Queens,Queens,29072,Active,582,69,4,3,1,14,0,0,0,178,851
Queens,Queens,29072,Inactive,34,11,0,0,1,2,0,0,0,7,55
Queens,Queens,29072,Total,616,80,4,3,2,16,0,0,0,185,906
Queens,Queens,30001,Active,185,49,1,1,1,10,0,0,1,92,340
Queens,Queens,30001,Inactive,9,0,0,0,0,1,0,0,0,5,15
Queens,Queens,30001,Total,194,49,1,1,1,11,0,0,1,97,355
Queens,Queens,30002,Active,553,151,5,1,3,30,0,0,0,200,943
Queens,Queens,30002,Inactive,44,13,1,0,0,1,0,0,0,12,71
Queens,Queens,30002,Total,597,164,6,1,3,31,0,0,0,212,"1,014"
Queens,Queens,30003,Active,24,3,0,0,0,4,0,0,0,12,43
Queens,Queens,30003,Total,24,3,0,0,0,4,0,0,0,12,43
,,,,,,,,,,,,,,
Page 74 of 175,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"NYSVoter Enrollment by Election District, Party Affiliation and Status",,,,,,,,,,,,,,
"Voters Registered as of November 1, 2016",,,,,,,,,,,,,,
Queens  County,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
COUNTY,,ELECTION DIST,STATUS,DEM,REP,CON,GRE,WOR,IND,WEP,REF,OTH,BLANK,TOTAL
Queens,Queens,30004,Active,528,227,9,2,5,33,0,0,0,291,"1,095"
Queens,Queens,30004,Inactive,26,5,1,0,1,0,0,0,0,7,40
Queens,Queens,30004,Total,554,232,10,2,6,33,0,0,0,298,"1,135"
Queens,Queens,30005,Active,360,364,16,1,1,46,0,0,1,205,994
Queens,Queens,30005,Inactive,18,12,0,0,1,0,0,0,0,6,37
Queens,Queens,30005,Total,378,376,16,1,2,46,0,0,1,211,"1,031"
Queens,Queens,30006,Active,420,267,13,2,3,35,1,0,2,217,960
Queens,Queens,30006,Inactive,14,11,0,0,0,1,0,0,0,9,35
Queens,Queens,30006,Total,434,278,13,2,3,36,1,0,2,226,995
Queens,Queens,30007,Active,414,278,12,1,3,30,0,0,0,226,964
Queens,Queens,30007,Inactive,11,2,0,0,0,3,0,0,0,9,25
Queens,Queens,30007,Total,425,280,12,1,3,33,0,0,0,235,989
Queens,Queens,30008,Active,488,272,12,3,2,41,0,1,1,271,"1,091"
Queens,Queens,30008,Inactive,12,8,1,0,0,0,0,0,0,12,33
Queens,Queens,30008,Total,500,280,13,3,2,41,0,1,1,283,"1,124"
Queens,Queens,30009,Active,491,345,14,4,1,30,0,0,0,242,"1,127"
Queens,Queens,30009,Inactive,27,14,1,0,0,2,0,0,0,9,53
Queens,Queens,30009,Total,518,359,15,4,1,32,0,0,0,251,"1,180"
Queens,Queens,30010,Active,558,240,10,3,3,51,0,0,0,333,"1,198"
Queens,Queens,30010,Inactive,37,19,1,0,0,3,0,0,0,12,72
Queens,Queens,30010,Total,595,259,11,3,3,54,0,0,0,345,"1,270"
,,,,,,,,,,,,,,
Page 75 of 175,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"NYSVoter Enrollment by Election District, Party Affiliation and Status",,,,,,,,,,,,,,
"Voters Registered as of November 1, 2016",,,,,,,,,,,,,,
Queens  County,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
COUNTY,,ELECTION DIST,STATUS,DEM,REP,CON,GRE,WOR,IND,WEP,REF,OTH,BLANK,TOTAL
Queens,Queens,30011,Active,538,332,16,0,7,30,0,0,0,305,"1,228"
Queens,Queens,30011,Inactive,29,19,0,0,1,6,0,0,0,27,82
Queens,Queens,30011,Total,567,351,16,0,8,36,0,0,0,332,"1,310"
Queens,Queens,30012,Active,455,385,25,2,4,48,0,0,0,256,"1,175"
Queens,Queens,30012,Inactive,16,11,4,0,0,0,0,0,0,7,38
Queens,Queens,30012,Total,471,396,29,2,4,48,0,0,0,263,"1,213"
Queens,Queens,30013,Active,566,230,9,1,5,41,0,0,0,311,"1,163"
Queens,Queens,30013,Inactive,27,11,0,0,1,1,0,0,0,13,53
Queens,Queens,30013,Total,593,241,9,1,6,42,0,0,0,324,"1,216"
Queens,Queens,30014,Active,482,335,12,0,7,53,0,0,0,265,"1,154"
Queens,Queens,30014,Inactive,34,10,0,1,0,1,0,0,0,12,58
Queens,Queens,30014,Total,516,345,12,1,7,54,0,0,0,277,"1,212"
Queens,Queens,30015,Active,256,178,7,1,4,20,1,0,0,162,629
