"NYSVoter Enrollment by Election District, Party Affiliation and Status",,,,,,,,,,,,,,
"Voters Registered as of November 1, 2016",,,,,,,,,,,,,,
Queens  County,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
COUNTY,,ELECTION DIST,STATUS,DEM,REP,CON,GRE,WOR,IND,WEP,REF,OTH,BLANK,TOTAL
Queens,Queens,25014,Active,396,148,11,0,0,18,0,0,0,220,793
Queens,Queens,25014,Inactive,20,0,0,0,0,2,0,0,0,12,34
Queens,Queens,25014,Total,416,148,11,0,0,20,0,0,0,232,827
Queens,Queens,25015,Active,363,99,9,2,1,24,0,0,0,192,690
Queens,Queens,25015,Inactive,16,6,0,0,0,1,0,0,0,6,29
Queens,Queens,25015,Total,379,105,9,2,1,25,0,0,0,198,719
Queens,Queens,25016,Active,626,159,8,1,3,28,0,0,0,315,"1,140"
Queens,Queens,25016,Inactive,43,9,0,0,0,2,0,0,0,17,71
Queens,Queens,25016,Total,669,168,8,1,3,30,0,0,0,332,"1,211"
Queens,Queens 25017,,Active,618,159,4,1,5,37,1,0,0,239,"1,064"
,,,,,,,,,,,,,,
Page 24 of 175,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"NYSVoter Enrollment by Election District, Party Affiliation and Status",,,,,,,,,,,,,,
"Voters Registered as of November 1, 2016",,,,,,,,,,,,,,
Queens  County,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
COUNTY,,ELECTION DIST,STATUS,DEM,REP,CON,GRE,WOR,IND,WEP,REF,OTH,BLANK,TOTAL
Queens,Queens,25017,Inactive,52,5,2,0,0,4,0,0,0,17,80
Queens,Queens,25017,Total,670,164,6,1,5,41,1,0,0,256,"1,144"
Queens,Queens,25018,Active,825,93,9,3,6,24,0,0,0,273,"1,233"
Queens,Queens,25018,Inactive,105,16,0,0,1,2,0,0,0,35,159
Queens,Queens,25018,Total,930,109,9,3,7,26,0,0,0,308,"1,392"
Queens,Queens,25019,Active,853,109,6,1,4,30,1,1,0,255,"1,260"
Queens,Queens,25019,Inactive,77,14,1,0,1,3,0,0,0,37,133
Queens,Queens,25019,Total,930,123,7,1,5,33,1,1,0,292,"1,393"
Queens,Queens,25020,Active,551,109,5,1,3,29,0,0,0,234,932
Queens,Queens,25020,Inactive,43,12,2,0,0,1,0,0,0,21,79
Queens,Queens,25020,Total,594,121,7,1,3,30,0,0,0,255,"1,011"
Queens,Queens,25021,Active,630,167,6,0,3,35,0,0,0,301,"1,142"
Queens,Queens,25021,Inactive,46,9,0,0,0,0,0,0,0,21,76
Queens,Queens,25021,Total,676,176,6,0,3,35,0,0,0,322,"1,218"
Queens,Queens,25022,Active,689,152,6,2,1,40,0,0,1,299,"1,190"
Queens,Queens,25022,Inactive,68,22,0,0,2,4,0,0,0,30,126
Queens,Queens,25022,Total,757,174,6,2,3,44,0,0,1,329,"1,316"
Queens,Queens,25023,Active,263,69,6,1,3,10,0,0,0,171,523
Queens,Queens,25023,Inactive,17,7,0,0,0,2,0,0,0,6,32
Queens,Queens,25023,Total,280,76,6,1,3,12,0,0,0,177,555
Queens,Queens 25024,,Active,635,186,4,1,0,34,0,0,0,369,"1,229"
,,,,,,,,,,,,,,
Page 25 of 175,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"NYSVoter Enrollment by Election District, Party Affiliation and Status",,,,,,,,,,,,,,
"Voters Registered as of November 1, 2016",,,,,,,,,,,,,,
Queens  County,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
COUNTY,,ELECTION DIST,STATUS,DEM,REP,CON,GRE,WOR,IND,WEP,REF,OTH,BLANK,TOTAL
Queens,Queens,25024,Inactive,30,6,0,0,1,1,0,0,0,12,50
Queens,Queens,25024,Total,665,192,4,1,1,35,0,0,0,381,"1,279"
Queens,Queens,25025,Active,558,127,5,1,3,31,1,0,0,273,999
Queens,Queens,25025,Inactive,37,13,0,1,0,3,0,0,0,15,69
Queens,Queens,25025,Total,595,140,5,2,3,34,1,0,0,288,"1,068"
Queens,Queens,25026,Active,92,22,1,1,0,1,0,0,0,27,144
Queens,Queens,25026,Inactive,4,2,0,0,0,0,0,0,0,1,7
Queens,Queens,25026,Total,96,24,1,1,0,1,0,0,0,28,151
Queens,Queens,25027,Active,543,177,4,2,5,35,0,0,0,339,"1,105"
Queens,Queens,25027,Inactive,22,10,0,0,0,0,0,0,0,6,38
Queens,Queens,25027,Total,565,187,4,2,5,35,0,0,0,345,"1,143"
Queens,Queens,25028,Active,513,125,4,0,1,27,0,0,0,328,998
Queens,Queens,25028,Inactive,22,6,0,0,0,0,0,0,0,6,34
Queens,Queens,25028,Total,535,131,4,0,1,27,0,0,0,334,"1,032"
Queens,Queens,25029,Active,555,258,17,3,6,35,0,0,0,254,"1,128"
Queens,Queens,25029,Inactive,17,7,0,0,0,0,0,0,0,9,33
Queens,Queens,25029,Total,572,265,17,3,6,35,0,0,0,263,"1,161"
Queens,Queens,25030,Active,524,149,8,3,4,26,1,0,1,219,935
Queens,Queens,25030,Inactive,23,12,1,0,0,0,0,0,1,18,55
Queens,Queens,25030,Total,547,161,9,3,4,26,1,0,2,237,990
Queens,Queens 25031,,Active,429,38,2,0,3,9,0,0,0,116,597
,,,,,,,,,,,,,,
Page 26 of 175,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"NYSVoter Enrollment by Election District, Party Affiliation and Status",,,,,,,,,,,,,,
"Voters Registered as of November 1, 2016",,,,,,,,,,,,,,
Queens  County,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
COUNTY,,ELECTION DIST,STATUS,DEM,REP,CON,GRE,WOR,IND,WEP,REF,OTH,BLANK,TOTAL
Queens,Queens,25031,Inactive,33,4,0,0,1,1,0,0,0,9,48
Queens,Queens,25031,Total,462,42,2,0,4,10,0,0,0,125,645
Queens,Queens,25032,Active,643,141,5,0,1,30,0,0,0,278,"1,098"
Queens,Queens,25032,Inactive,42,10,0,0,0,3,0,0,0,12,67
Queens,Queens,25032,Total,685,151,5,0,1,33,0,0,0,290,"1,165"
Queens,Queens,25033,Active,598,188,8,3,3,41,0,0,0,280,"1,121"
Queens,Queens,25033,Inactive,23,9,1,1,0,2,0,0,0,13,49
Queens,Queens,25033,Total,621,197,9,4,3,43,0,0,0,293,"1,170"
Queens,Queens,25034,Active,48,12,0,1,0,1,0,0,0,26,88
Queens,Queens,25034,Inactive,2,1,0,0,0,0,0,0,0,2,5
Queens,Queens,25034,Total,50,13,0,1,0,1,0,0,0,28,93
Queens,Queens,25035,Active,350,129,4,1,0,18,0,0,0,175,677
Queens,Queens,25035,Inactive,8,4,0,0,0,0,0,0,0,4,16
Queens,Queens,25035,Total,358,133,4,1,0,18,0,0,0,179,693
Queens,Queens,25036,Active,564,169,7,0,2,16,0,0,1,252,"1,011"
Queens,Queens,25036,Inactive,24,10,3,0,0,3,0,0,0,11,51
Queens,Queens,25036,Total,588,179,10,0,2,19,0,0,1,263,"1,062"
Queens,Queens,25037,Active,600,201,12,1,5,23,0,0,1,347,"1,190"
Queens,Queens,25037,Inactive,35,16,0,0,2,0,0,0,0,15,68
Queens,Queens,25037,Total,635,217,12,1,7,23,0,0,1,362,"1,258"
Queens,Queens 25038,,Active,450,166,15,2,2,25,0,0,0,221,881
,,,,,,,,,,,,,,
Page 27 of 175,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"NYSVoter Enrollment by Election District, Party Affiliation and Status",,,,,,,,,,,,,,
"Voters Registered as of November 1, 2016",,,,,,,,,,,,,,
Queens  County,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
COUNTY,,ELECTION DIST,STATUS,DEM,REP,CON,GRE,WOR,IND,WEP,REF,OTH,BLANK,TOTAL
Queens,Queens,25038,Inactive,25,12,0,0,0,0,0,0,0,6,43
Queens,Queens,25038,Total,475,178,15,2,2,25,0,0,0,227,924
Queens,Queens,25039,Active,539,210,11,0,0,43,1,0,0,245,"1,049"
Queens,Queens,25039,Inactive,20,9,0,0,0,3,0,0,0,6,38
Queens,Queens,25039,Total,559,219,11,0,0,46,1,0,0,251,"1,087"
Queens,Queens,25040,Active,592,231,16,4,4,37,0,0,0,290,"1,174"
Queens,Queens,25040,Inactive,25,11,2,0,0,1,0,0,0,11,50
Queens,Queens,25040,Total,617,242,18,4,4,38,0,0,0,301,"1,224"
Queens,Queens,25041,Active,199,53,1,0,3,13,0,0,0,104,373
Queens,Queens,25041,Inactive,11,4,0,0,0,2,0,0,0,15,32
Queens,Queens,25041,Total,210,57,1,0,3,15,0,0,0,119,405
Queens,Queens,25042,Active,567,167,3,2,6,28,0,0,0,317,"1,090"
Queens,Queens,25042,Inactive,16,10,2,0,0,1,0,0,0,18,47
Queens,Queens,25042,Total,583,177,5,2,6,29,0,0,0,335,"1,137"
Queens,Queens,25043,Active,528,134,8,2,5,22,0,0,0,307,"1,006"
Queens,Queens,25043,Inactive,45,8,1,0,0,4,0,0,0,17,75
Queens,Queens,25043,Total,573,142,9,2,5,26,0,0,0,324,"1,081"
Queens,Queens,25044,Active,716,141,7,1,4,19,1,0,1,340,"1,230"
Queens,Queens,25044,Inactive,19,7,0,0,0,3,0,0,0,12,41
Queens,Queens,25044,Total,735,148,7,1,4,22,1,0,1,352,"1,271"
Queens,Queens 25045,,Active,673,111,2,2,8,29,1,0,0,358,"1,184"
,,,,,,,,,,,,,,
Page 28 of 175,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"NYSVoter Enrollment by Election District, Party Affiliation and Status",,,,,,,,,,,,,,
"Voters Registered as of November 1, 2016",,,,,,,,,,,,,,
Queens  County,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
COUNTY,,ELECTION DIST,STATUS,DEM,REP,CON,GRE,WOR,IND,WEP,REF,OTH,BLANK,TOTAL
Queens,Queens,25045,Inactive,19,1,1,0,0,0,0,0,0,3,24
Queens,Queens,25045,Total,692,112,3,2,8,29,1,0,0,361,"1,208"
Queens,Queens,25046,Active,542,98,0,4,4,21,0,0,0,305,974
Queens,Queens,25046,Inactive,35,6,0,0,0,2,0,0,0,20,63
Queens,Queens,25046,Total,577,104,0,4,4,23,0,0,0,325,"1,037"
Queens,Queens,25047,Active,596,137,3,0,1,16,0,0,0,293,"1,046"
Queens,Queens,25047,Inactive,35,6,0,0,0,1,0,0,0,16,58
Queens,Queens,25047,Total,631,143,3,0,1,17,0,0,0,309,"1,104"
Queens,Queens,25048,Active,477,77,6,0,2,24,1,0,0,258,845
Queens,Queens,25048,Inactive,13,4,0,0,1,0,0,0,0,9,27
Queens,Queens,25048,Total,490,81,6,0,3,24,1,0,0,267,872
Queens,Queens,25049,Active,481,100,3,2,3,24,0,0,0,304,917
Queens,Queens,25049,Inactive,16,2,0,0,1,1,0,0,0,4,24
Queens,Queens,25049,Total,497,102,3,2,4,25,0,0,0,308,941
Queens,Queens,25050,Active,706,91,3,4,2,23,1,0,0,343,"1,173"
Queens,Queens,25050,Inactive,44,5,0,0,1,1,0,0,0,20,71
Queens,Queens,25050,Total,750,96,3,4,3,24,1,0,0,363,"1,244"
Queens,Queens,25051,Active,516,79,1,1,2,10,1,0,0,243,853
Queens,Queens,25051,Inactive,25,3,0,0,0,1,0,0,0,15,44
Queens,Queens,25051,Total,541,82,1,1,2,11,1,0,0,258,897
Queens,Queens 25052,,Active,497,89,3,3,2,12,0,0,0,226,832
,,,,,,,,,,,,,,
Page 29 of 175,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"NYSVoter Enrollment by Election District, Party Affiliation and Status",,,,,,,,,,,,,,
"Voters Registered as of November 1, 2016",,,,,,,,,,,,,,
Queens  County,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
COUNTY,,ELECTION DIST,STATUS,DEM,REP,CON,GRE,WOR,IND,WEP,REF,OTH,BLANK,TOTAL
Queens,Queens,25052,Inactive,62,10,0,0,0,1,0,0,0,16,89
Queens,Queens,25052,Total,559,99,3,3,2,13,0,0,0,242,921
Queens,Queens,25053,Active,721,83,2,0,1,19,0,0,0,221,"1,047"
Queens,Queens,25053,Inactive,53,5,0,0,0,1,0,0,0,17,76
Queens,Queens,25053,Total,774,88,2,0,1,20,0,0,0,238,"1,123"
Queens,Queens,25054,Active,753,86,5,2,1,20,1,0,0,287,"1,155"
Queens,Queens,25054,Inactive,83,5,1,1,0,1,0,0,0,25,116
Queens,Queens,25054,Total,836,91,6,3,1,21,1,0,0,312,"1,271"
Queens,Queens,25055,Active,721,96,1,2,2,14,0,0,0,279,"1,115"
Queens,Queens,25055,Inactive,48,6,0,0,0,1,0,0,0,16,71
Queens,Queens,25055,Total,769,102,1,2,2,15,0,0,0,295,"1,186"
Queens,Queens,25056,Active,634,127,5,1,5,18,0,0,0,330,"1,120"
