"NYSVoter Enrollment by Election District, Party Affiliation and Status",,,,,,,,,,,,
"Voters Registered as of November 1, 2014",,,,,,,,,,,,
Queens  County,,,,,,,,,,,,
,,,,,,,,,,,,
COUNTY,ELECTION DIST,,STATUS,DEM,REP,CON,WOR,IND,GRE,OTH,BLANK,TOTAL
Queens,Queens,23067,Total,440,40,2,3,9,0,0,135,629
Queens,Queens,23068,Active,468,53,2,1,19,1,0,136,680
Queens,Queens,23068,Inactive,26,4,0,0,0,0,0,11,41
Queens,Queens,23068,Total,494,57,2,1,19,1,0,147,721
Queens,Queens,23069,Active,522,68,4,4,12,0,0,118,728
Queens,Queens,23069,Inactive,33,6,0,0,1,0,0,11,51
Queens,Queens,23069,Total,555,74,4,4,13,0,0,129,779
Queens,Queens,23070,Active,651,122,6,0,26,0,0,229,"1,034"
Queens,Queens,23070,Inactive,47,11,0,1,1,0,0,21,81
Queens,Queens,23070,Total,698,133,6,1,27,0,0,250,"1,115"
Queens,Queens 23071,,Active,24,0,0,1,0,0,0,7,32
,,,,,,,,,,,,
Page 10 of 172,,,,,,,,,,,,
,,,,,,,,,,,,
"NYSVoter Enrollment by Election District, Party Affiliation and Status",,,,,,,,,,,,
"Voters Registered as of November 1, 2014",,,,,,,,,,,,
Queens  County,,,,,,,,,,,,
,,,,,,,,,,,,
COUNTY,ELECTION DIST,,STATUS,DEM,REP,CON,WOR,IND,GRE,OTH,BLANK,TOTAL
Queens,Queens,23071,Inactive,10,0,0,0,0,0,0,2,12
Queens,Queens,23071,Total,34,0,0,1,0,0,0,9,44
Queens,Queens,24001,Active,335,111,4,0,18,1,1,86,556
Queens,Queens,24001,Inactive,25,14,0,0,4,0,0,13,56
Queens,Queens,24001,Total,360,125,4,0,22,1,1,99,612
Queens,Queens,24002,Active,654,144,4,5,36,2,0,241,"1,086"
Queens,Queens,24002,Inactive,58,13,1,0,1,0,0,15,88
Queens,Queens,24002,Total,712,157,5,5,37,2,0,256,"1,174"
Queens,Queens,24003,Active,496,125,8,2,23,1,0,130,785
Queens,Queens,24003,Inactive,52,14,1,0,2,0,0,16,85
Queens,Queens,24003,Total,548,139,9,2,25,1,0,146,870
Queens,Queens,24004,Active,289,73,5,1,9,0,0,91,468
Queens,Queens,24004,Inactive,16,10,0,0,0,1,0,3,30
Queens,Queens,24004,Total,305,83,5,1,9,1,0,94,498
Queens,Queens,24005,Active,698,144,8,1,28,1,0,208,"1,088"
Queens,Queens,24005,Inactive,25,6,1,0,0,0,0,2,34
Queens,Queens,24005,Total,723,150,9,1,28,1,0,210,"1,122"
Queens,Queens,24006,Active,501,176,3,0,29,1,0,174,884
Queens,Queens,24006,Inactive,34,5,0,0,0,0,0,8,47
Queens,Queens,24006,Total,535,181,3,0,29,1,0,182,931
Queens,Queens 24007,,Active,386,96,7,3,20,0,0,165,677
,,,,,,,,,,,,
Page 11 of 172,,,,,,,,,,,,
,,,,,,,,,,,,
"NYSVoter Enrollment by Election District, Party Affiliation and Status",,,,,,,,,,,,
"Voters Registered as of November 1, 2014",,,,,,,,,,,,
Queens  County,,,,,,,,,,,,
,,,,,,,,,,,,
COUNTY,ELECTION DIST,,STATUS,DEM,REP,CON,WOR,IND,GRE,OTH,BLANK,TOTAL
Queens,Queens,24007,Inactive,7,6,0,0,0,0,0,3,16
Queens,Queens,24007,Total,393,102,7,3,20,0,0,168,693
Queens,Queens,24008,Active,344,72,3,3,12,1,0,113,548
Queens,Queens,24008,Inactive,67,17,1,3,1,0,0,26,115
Queens,Queens,24008,Total,411,89,4,6,13,1,0,139,663
Queens,Queens,24009,Active,35,8,0,1,6,0,0,13,63
Queens,Queens,24009,Inactive,0,1,0,0,0,0,0,0,1
Queens,Queens,24009,Total,35,9,0,1,6,0,0,13,64
Queens,Queens,24010,Active,286,51,5,1,10,0,0,127,480
Queens,Queens,24010,Inactive,12,7,0,0,0,0,0,2,21
Queens,Queens,24010,Total,298,58,5,1,10,0,0,129,501
Queens,Queens,24011,Active,424,75,4,0,22,0,0,133,658
Queens,Queens,24011,Inactive,20,6,0,0,0,0,0,4,30
Queens,Queens,24011,Total,444,81,4,0,22,0,0,137,688
Queens,Queens,24012,Active,82,14,1,0,1,0,0,24,122
Queens,Queens,24012,Inactive,2,0,0,0,0,0,0,5,7
Queens,Queens,24012,Total,84,14,1,0,1,0,0,29,129
Queens,Queens,24013,Active,449,80,3,0,23,1,0,107,663
Queens,Queens,24013,Inactive,31,6,0,0,3,0,0,13,53
Queens,Queens,24013,Total,480,86,3,0,26,1,0,120,716
Queens,Queens 24014,,Active,364,66,8,0,15,0,0,80,533
,,,,,,,,,,,,
Page 12 of 172,,,,,,,,,,,,
,,,,,,,,,,,,
"NYSVoter Enrollment by Election District, Party Affiliation and Status",,,,,,,,,,,,
"Voters Registered as of November 1, 2014",,,,,,,,,,,,
Queens  County,,,,,,,,,,,,
,,,,,,,,,,,,
COUNTY,ELECTION DIST,,STATUS,DEM,REP,CON,WOR,IND,GRE,OTH,BLANK,TOTAL
Queens,Queens,24014,Inactive,17,1,0,0,0,0,0,7,25
Queens,Queens,24014,Total,381,67,8,0,15,0,0,87,558
Queens,Queens,24015,Active,387,66,5,1,15,1,0,94,569
Queens,Queens,24015,Inactive,26,4,0,1,4,0,0,5,40
Queens,Queens,24015,Total,413,70,5,2,19,1,0,99,609
Queens,Queens,24016,Active,322,75,0,2,13,2,0,137,551
Queens,Queens,24016,Inactive,16,2,0,0,3,0,0,11,32
Queens,Queens,24016,Total,338,77,0,2,16,2,0,148,583
Queens,Queens,24017,Active,649,119,1,1,19,3,0,203,995
Queens,Queens,24017,Inactive,38,6,0,0,1,0,0,14,59
Queens,Queens,24017,Total,687,125,1,1,20,3,0,217,"1,054"
Queens,Queens,24018,Active,668,177,5,2,35,3,0,245,"1,135"
Queens,Queens,24018,Inactive,28,10,0,0,1,0,0,10,49
Queens,Queens,24018,Total,696,187,5,2,36,3,0,255,"1,184"
Queens,Queens,24019,Active,607,170,13,1,40,2,1,231,"1,065"
Queens,Queens,24019,Inactive,32,6,0,1,3,0,0,17,59
Queens,Queens,24019,Total,639,176,13,2,43,2,1,248,"1,124"
Queens,Queens,24020,Active,639,155,8,5,34,2,1,171,"1,015"
Queens,Queens,24020,Inactive,46,19,0,0,7,0,0,11,83
Queens,Queens,24020,Total,685,174,8,5,41,2,1,182,"1,098"
Queens,Queens 24021,,Active,647,147,5,4,39,0,0,186,"1,028"
,,,,,,,,,,,,
Page 13 of 172,,,,,,,,,,,,
,,,,,,,,,,,,
"NYSVoter Enrollment by Election District, Party Affiliation and Status",,,,,,,,,,,,
"Voters Registered as of November 1, 2014",,,,,,,,,,,,
Queens  County,,,,,,,,,,,,
,,,,,,,,,,,,
COUNTY,ELECTION DIST,,STATUS,DEM,REP,CON,WOR,IND,GRE,OTH,BLANK,TOTAL
Queens,Queens,24021,Inactive,47,11,3,0,3,1,0,19,84
Queens,Queens,24021,Total,694,158,8,4,42,1,0,205,"1,112"
Queens,Queens,24022,Active,296,72,5,0,13,1,0,110,497
Queens,Queens,24022,Inactive,8,2,0,0,2,0,0,2,14
Queens,Queens,24022,Total,304,74,5,0,15,1,0,112,511
Queens,Queens,24023,Active,70,18,2,1,2,0,0,43,136
Queens,Queens,24023,Inactive,0,2,0,0,0,0,0,6,8
Queens,Queens,24023,Total,70,20,2,1,2,0,0,49,144
Queens,Queens,24024,Active,567,194,6,1,31,1,0,216,"1,016"
Queens,Queens,24024,Inactive,35,11,0,0,2,0,0,6,54
Queens,Queens,24024,Total,602,205,6,1,33,1,0,222,"1,070"
Queens,Queens,24025,Active,618,195,8,5,32,1,1,237,"1,097"
Queens,Queens,24025,Inactive,23,11,0,0,0,1,0,15,50
Queens,Queens,24025,Total,641,206,8,5,32,2,1,252,"1,147"
Queens,Queens,24026,Active,538,86,4,3,14,0,0,164,809
Queens,Queens,24026,Inactive,16,4,2,1,1,0,0,3,27
Queens,Queens,24026,Total,554,90,6,4,15,0,0,167,836
Queens,Queens,24027,Active,859,33,1,0,16,1,0,114,"1,024"
Queens,Queens,24027,Inactive,85,8,0,1,2,0,0,11,107
Queens,Queens,24027,Total,944,41,1,1,18,1,0,125,"1,131"
Queens,Queens 24028,,Active,467,162,1,0,19,0,0,192,841
,,,,,,,,,,,,
Page 14 of 172,,,,,,,,,,,,
,,,,,,,,,,,,
"NYSVoter Enrollment by Election District, Party Affiliation and Status",,,,,,,,,,,,
"Voters Registered as of November 1, 2014",,,,,,,,,,,,
Queens  County,,,,,,,,,,,,
,,,,,,,,,,,,
COUNTY,ELECTION DIST,,STATUS,DEM,REP,CON,WOR,IND,GRE,OTH,BLANK,TOTAL
Queens,Queens,24028,Inactive,20,5,0,0,1,0,0,6,32
Queens,Queens,24028,Total,487,167,1,0,20,0,0,198,873
Queens,Queens,24029,Active,790,94,2,2,29,1,0,128,"1,046"
Queens,Queens,24029,Inactive,62,2,0,1,0,0,0,6,71
Queens,Queens,24029,Total,852,96,2,3,29,1,0,134,"1,117"
Queens,Queens,24030,Active,757,91,3,5,27,1,0,183,"1,067"
Queens,Queens,24030,Inactive,33,6,0,0,2,0,0,11,52
Queens,Queens,24030,Total,790,97,3,5,29,1,0,194,"1,119"
Queens,Queens,24031,Active,343,52,1,2,15,1,0,93,507
Queens,Queens,24031,Inactive,38,5,0,0,0,0,0,10,53
Queens,Queens,24031,Total,381,57,1,2,15,1,0,103,560
Queens,Queens,24032,Active,245,106,1,0,14,0,0,121,487
Queens,Queens,24032,Inactive,7,7,0,0,0,0,0,7,21
Queens,Queens,24032,Total,252,113,1,0,14,0,0,128,508
Queens,Queens,24033,Active,498,220,6,1,36,3,1,270,"1,035"
Queens,Queens,24033,Inactive,20,1,0,0,3,0,0,8,32
Queens,Queens,24033,Total,518,221,6,1,39,3,1,278,"1,067"
Queens,Queens,24034,Active,297,141,2,2,15,0,0,123,580
Queens,Queens,24034,Inactive,9,6,0,0,1,0,0,5,21
Queens,Queens,24034,Total,306,147,2,2,16,0,0,128,601
Queens,Queens 24035,,Active,494,139,4,1,28,1,0,152,819
,,,,,,,,,,,,
Page 15 of 172,,,,,,,,,,,,
,,,,,,,,,,,,
"NYSVoter Enrollment by Election District, Party Affiliation and Status",,,,,,,,,,,,
"Voters Registered as of November 1, 2014",,,,,,,,,,,,
Queens  County,,,,,,,,,,,,
,,,,,,,,,,,,
COUNTY,ELECTION DIST,,STATUS,DEM,REP,CON,WOR,IND,GRE,OTH,BLANK,TOTAL
Queens,Queens,24035,Inactive,26,8,0,0,0,0,0,13,47
Queens,Queens,24035,Total,520,147,4,1,28,1,0,165,866
Queens,Queens,24036,Active,206,27,1,2,8,1,0,47,292
Queens,Queens,24036,Inactive,19,5,0,0,2,0,0,8,34
Queens,Queens,24036,Total,225,32,1,2,10,1,0,55,326
Queens,Queens,24037,Active,648,102,0,1,31,3,0,216,"1,001"
Queens,Queens,24037,Inactive,39,10,0,0,6,0,0,20,75
Queens,Queens,24037,Total,687,112,0,1,37,3,0,236,"1,076"
Queens,Queens,24038,Active,19,4,0,0,1,0,0,12,36
Queens,Queens,24038,Total,19,4,0,0,1,0,0,12,36
Queens,Queens,24039,Active,110,24,0,0,10,0,1,39,184
Queens,Queens,24039,Inactive,82,4,0,0,7,0,0,32,125
Queens,Queens,24039,Total,192,28,0,0,17,0,1,71,309
Queens,Queens,24040,Active,604,100,2,4,18,3,0,171,902
Queens,Queens,24040,Inactive,48,7,1,0,1,0,0,14,71
Queens,Queens,24040,Total,652,107,3,4,19,3,0,185,973
Queens,Queens,24041,Active,137,50,1,1,9,0,0,73,271
Queens,Queens,24041,Inactive,4,3,0,0,0,0,0,2,9
Queens,Queens,24041,Total,141,53,1,1,9,0,0,75,280
Queens,Queens,24042,Active,342,83,3,1,15,0,0,122,566
Queens,Queens,24042,Inactive,14,3,0,1,2,0,0,4,24
,,,,,,,,,,,,
Page 16 of 172,,,,,,,,,,,,
,,,,,,,,,,,,
"NYSVoter Enrollment by Election District, Party Affiliation and Status",,,,,,,,,,,,
"Voters Registered as of November 1, 2014",,,,,,,,,,,,
Queens  County,,,,,,,,,,,,
,,,,,,,,,,,,
COUNTY,ELECTION DIST,,STATUS,DEM,REP,CON,WOR,IND,GRE,OTH,BLANK,TOTAL
Queens,Queens 24042,,Total,356,86,3,2,17,0,0,126,590
Queens,Queens 24043,,Active,686,81,4,1,21,0,0,180,973
Queens,Queens 24043,,Inactive,26,4,0,0,1,0,0,9,40
Queens,Queens 24043,,Total,712,85,4,1,22,0,0,189,"1,013"
Queens,Queens,24044,Active,480,61,5,1,17,1,0,159,724
Queens,Queens,24044,Inactive,22,7,0,0,2,0,0,7,38
Queens,Queens,24044,Total,502,68,5,1,19,1,0,166,762
Queens,Queens,24045,Active,540,81,2,4,29,0,0,190,846
Queens,Queens,24045,Inactive,32,5,0,0,2,1,0,16,56
Queens,Queens,24045,Total,572,86,2,4,31,1,0,206,902
Queens,Queens,24046,Active,477,59,5,2,16,2,0,139,700
Queens,Queens,24046,Inactive,44,6,0,0,1,0,0,24,75
Queens,Queens,24046,Total,521,65,5,2,17,2,0,163,775
Queens,Queens,24047,Active,554,89,1,0,17,2,0,161,824
Queens,Queens,24047,Inactive,40,2,0,0,1,1,0,10,54
Queens,Queens,24047,Total,594,91,1,0,18,3,0,171,878
Queens,Queens,24048,Active,201,23,0,0,5,1,0,75,305
Queens,Queens,24048,Inactive,14,0,0,0,2,0,0,4,20
Queens,Queens,24048,Total,215,23,0,0,7,1,0,79,325
Queens,Queens,24049,Active,620,87,3,3,30,2,0,180,925
Queens,Queens,24049,Inactive,22,4,0,0,0,0,0,11,37
,,,,,,,,,,,,
Page 17 of 172,,,,,,,,,,,,
,,,,,,,,,,,,
"NYSVoter Enrollment by Election District, Party Affiliation and Status",,,,,,,,,,,,
"Voters Registered as of November 1, 2014",,,,,,,,,,,,
Queens  County,,,,,,,,,,,,
,,,,,,,,,,,,
COUNTY,ELECTION DIST,,STATUS,DEM,REP,CON,WOR,IND,GRE,OTH,BLANK,TOTAL
Queens,Queens 24049,,Total,642,91,3,3,30,2,0,191,962
Queens,Queens 24050,,Active,654,153,5,3,20,0,1,272,"1,108"
Queens,Queens 24050,,Inactive,26,3,0,0,0,0,0,8,37
Queens,Queens 24050,,Total,680,156,5,3,20,0,1,280,"1,145"
Queens,Queens,24051,Active,739,102,0,2,33,2,0,239,"1,117"
Queens,Queens,24051,Inactive,13,6,0,0,1,0,0,6,26
Queens,Queens,24051,Total,752,108,0,2,34,2,0,245,"1,143"
Queens,Queens,24052,Active,696,130,3,2,18,0,0,218,"1,067"
Queens,Queens,24052,Inactive,25,10,2,0,1,0,0,12,50
Queens,Queens,24052,Total,721,140,5,2,19,0,0,230,"1,117"
Queens,Queens,24053,Active,698,140,2,1,39,1,0,265,"1,146"
Queens,Queens,24053,Inactive,19,12,0,0,3,0,0,15,49
Queens,Queens,24053,Total,717,152,2,1,42,1,0,280,"1,195"
Queens,Queens,24054,Active,674,78,0,0,19,1,0,190,962
Queens,Queens,24054,Inactive,36,4,0,1,0,0,0,11,52
Queens,Queens,24054,Total,710,82,0,1,19,1,0,201,"1,014"
Queens,Queens,24055,Active,466,52,1,1,6,1,0,135,662
Queens,Queens,24055,Inactive,23,3,0,0,0,0,0,8,34
Queens,Queens,24055,Total,489,55,1,1,6,1,0,143,696
Queens,Queens,24056,Active,34,10,0,0,1,0,0,11,56
Queens,Queens,24056,Total,34,10,0,0,1,0,0,11,56
,,,,,,,,,,,,
Page 18 of 172,,,,,,,,,,,,
,,,,,,,,,,,,
"NYSVoter Enrollment by Election District, Party Affiliation and Status",,,,,,,,,,,,
"Voters Registered as of November 1, 2014",,,,,,,,,,,,
Queens  County,,,,,,,,,,,,
,,,,,,,,,,,,
COUNTY,ELECTION DIST,,STATUS,DEM,REP,CON,WOR,IND,GRE,OTH,BLANK,TOTAL
Queens,Queens,24057,Active,271,30,1,2,11,1,0,72,388
Queens,Queens,24057,Inactive,9,4,0,0,2,0,0,4,19
Queens,Queens,24057,Total,280,34,1,2,13,1,0,76,407
Queens,Queens,24058,Active,150,11,1,0,3,1,0,34,200
Queens,Queens,24058,Inactive,10,0,0,0,1,0,0,1,12
Queens,Queens,24058,Total,160,11,1,0,4,1,0,35,212
Queens,Queens,24059,Active,461,70,5,2,19,0,0,133,690
Queens,Queens,24059,Inactive,37,6,0,0,0,0,0,9,52
Queens,Queens,24059,Total,498,76,5,2,19,0,0,142,742
Queens,Queens,24060,Active,205,31,1,1,6,0,0,52,296
Queens,Queens,24060,Inactive,50,2,1,2,4,0,0,9,68
Queens,Queens,24060,Total,255,33,2,3,10,0,0,61,364
Queens,Queens,24061,Active,369,102,5,0,33,0,0,114,623
Queens,Queens,24061,Inactive,15,5,0,0,1,0,0,6,27
Queens,Queens,24061,Total,384,107,5,0,34,0,0,120,650
Queens,Queens,24062,Active,563,37,2,0,20,2,0,157,781
Queens,Queens,24062,Inactive,37,7,0,0,0,0,0,10,54
Queens,Queens,24062,Total,600,44,2,0,20,2,0,167,835
Queens,Queens,24063,Active,509,47,1,2,16,1,0,120,696
Queens,Queens,24063,Inactive,20,3,0,0,2,0,0,4,29
Queens,Queens,24063,Total,529,50,1,2,18,1,0,124,725
,,,,,,,,,,,,
Page 19 of 172,,,,,,,,,,,,
,,,,,,,,,,,,
"NYSVoter Enrollment by Election District, Party Affiliation and Status",,,,,,,,,,,,
"Voters Registered as of November 1, 2014",,,,,,,,,,,,
Queens  County,,,,,,,,,,,,
,,,,,,,,,,,,
COUNTY,ELECTION DIST,,STATUS,DEM,REP,CON,WOR,IND,GRE,OTH,BLANK,TOTAL
Queens,Queens,24064,Active,458,63,2,2,13,0,0,127,665
Queens,Queens,24064,Inactive,10,0,0,0,0,0,0,6,16
Queens,Queens,24064,Total,468,63,2,2,13,0,0,133,681
Queens,Queens,24065,Active,704,108,10,4,18,1,0,184,"1,029"
Queens,Queens,24065,Inactive,37,7,0,0,1,0,0,6,51
Queens,Queens,24065,Total,741,115,10,4,19,1,0,190,"1,080"
Queens,Queens,24066,Active,786,80,1,4,25,4,0,242,"1,142"
Queens,Queens,24066,Inactive,74,18,0,1,8,1,0,29,131
Queens,Queens,24066,Total,860,98,1,5,33,5,0,271,"1,273"
Queens,Queens,24067,Active,566,83,2,3,18,0,0,195,867
Queens,Queens,24067,Inactive,24,14,1,0,2,0,0,5,46
Queens,Queens,24067,Total,590,97,3,3,20,0,0,200,913
Queens,Queens,24068,Active,627,108,5,4,24,0,0,175,943
Queens,Queens,24068,Inactive,19,2,0,0,2,1,0,3,27
Queens,Queens,24068,Total,646,110,5,4,26,1,0,178,970
Queens,Queens,24069,Active,429,41,2,1,15,1,0,146,635
Queens,Queens,24069,Inactive,47,12,0,0,1,1,0,15,76
Queens,Queens,24069,Total,476,53,2,1,16,2,0,161,711
Queens,Queens,24070,Active,760,120,2,9,35,3,0,256,"1,185"
Queens,Queens,24070,Inactive,55,14,0,0,2,1,0,18,90
Queens,Queens,24070,Total,815,134,2,9,37,4,0,274,"1,275"
,,,,,,,,,,,,
Page 20 of 172,,,,,,,,,,,,
,,,,,,,,,,,,
"NYSVoter Enrollment by Election District, Party Affiliation and Status",,,,,,,,,,,,
"Voters Registered as of November 1, 2014",,,,,,,,,,,,
Queens  County,,,,,,,,,,,,
,,,,,,,,,,,,
COUNTY,ELECTION DIST,,STATUS,DEM,REP,CON,WOR,IND,GRE,OTH,BLANK,TOTAL
Queens,Queens,24071,Active,726,89,5,4,13,1,0,193,"1,031"
Queens,Queens,24071,Inactive,41,7,0,0,1,0,0,20,69
Queens,Queens,24071,Total,767,96,5,4,14,1,0,213,"1,100"
Queens,Queens,24072,Active,545,93,6,1,22,1,0,162,830
Queens,Queens,24072,Inactive,14,2,0,0,1,0,0,7,24
Queens,Queens,24072,Total,559,95,6,1,23,1,0,169,854
Queens,Queens,24073,Active,798,114,2,4,25,0,0,214,"1,157"
Queens,Queens,24073,Inactive,42,5,0,1,1,0,0,15,64
Queens,Queens,24073,Total,840,119,2,5,26,0,0,229,"1,221"
Queens,Queens,24074,Active,731,92,2,6,19,1,0,184,"1,035"
Queens,Queens,24074,Inactive,20,4,0,0,1,0,0,5,30
Queens,Queens,24074,Total,751,96,2,6,20,1,0,189,"1,065"
Queens,Queens,24075,Active,729,108,2,5,13,0,0,147,"1,004"
Queens,Queens,24075,Inactive,15,4,0,0,0,0,0,8,27
Queens,Queens,24075,Total,744,112,2,5,13,0,0,155,"1,031"
Queens,Queens,24076,Active,692,121,9,7,27,0,0,218,"1,074"
Queens,Queens,24076,Inactive,14,5,0,0,2,0,0,8,29
Queens,Queens,24076,Total,706,126,9,7,29,0,0,226,"1,103"
Queens,Queens,24077,Active,498,76,2,4,22,0,0,153,755
Queens,Queens,24077,Inactive,12,3,0,0,0,0,0,8,23
Queens,Queens,24077,Total,510,79,2,4,22,0,0,161,778
,,,,,,,,,,,,
Page 21 of 172,,,,,,,,,,,,
,,,,,,,,,,,,
"NYSVoter Enrollment by Election District, Party Affiliation and Status",,,,,,,,,,,,
"Voters Registered as of November 1, 2014",,,,,,,,,,,,
Queens  County,,,,,,,,,,,,
,,,,,,,,,,,,
COUNTY,ELECTION DIST,,STATUS,DEM,REP,CON,WOR,IND,GRE,OTH,BLANK,TOTAL
Queens,Queens,24078,Active,730,98,0,4,25,1,0,214,"1,072"
Queens,Queens,24078,Inactive,56,11,0,0,4,0,0,22,93
Queens,Queens,24078,Total,786,109,0,4,29,1,0,236,"1,165"
Queens,Queens,24079,Active,461,71,2,0,12,0,0,157,703
Queens,Queens,24079,Inactive,19,7,1,0,1,0,0,10,38
Queens,Queens,24079,Total,480,78,3,0,13,0,0,167,741
Queens,Queens,25001,Active,578,185,5,6,32,1,2,321,"1,130"
Queens,Queens,25001,Inactive,70,17,1,1,4,0,1,25,119
Queens,Queens,25001,Total,648,202,6,7,36,1,3,346,"1,249"
Queens,Queens,25002,Active,82,23,0,0,1,1,0,29,136
Queens,Queens,25002,Inactive,14,1,0,0,1,0,0,7,23
Queens,Queens,25002,Total,96,24,0,0,2,1,0,36,159
Queens,Queens,25003,Active,565,120,4,1,25,1,0,193,909
Queens,Queens,25003,Inactive,37,13,0,0,5,0,0,20,75
Queens,Queens,25003,Total,602,133,4,1,30,1,0,213,984
Queens,Queens,25004,Active,458,136,2,1,28,1,0,228,854
Queens,Queens,25004,Inactive,9,3,2,0,1,0,0,9,24
Queens,Queens,25004,Total,467,139,4,1,29,1,0,237,878
Queens,Queens,25005,Active,97,37,1,0,4,0,0,51,190
Queens,Queens,25005,Inactive,1,1,0,0,0,0,0,3,5
Queens,Queens,25005,Total,98,38,1,0,4,0,0,54,195
,,,,,,,,,,,,
Page 22 of 172,,,,,,,,,,,,
,,,,,,,,,,,,
"NYSVoter Enrollment by Election District, Party Affiliation and Status",,,,,,,,,,,,
"Voters Registered as of November 1, 2014",,,,,,,,,,,,
Queens  County,,,,,,,,,,,,
,,,,,,,,,,,,
COUNTY,ELECTION DIST,,STATUS,DEM,REP,CON,WOR,IND,GRE,OTH,BLANK,TOTAL
Queens,Queens,25006,Active,426,105,3,1,30,1,1,190,757
Queens,Queens,25006,Inactive,29,5,0,0,2,0,0,13,49
Queens,Queens,25006,Total,455,110,3,1,32,1,1,203,806
Queens,Queens,25007,Active,734,86,3,1,31,1,1,251,"1,108"
Queens,Queens,25007,Inactive,87,12,0,0,1,0,0,26,126
Queens,Queens,25007,Total,821,98,3,1,32,1,1,277,"1,234"
Queens,Queens,25008,Active,481,134,4,3,22,0,1,247,892
Queens,Queens,25008,Inactive,31,12,0,0,2,0,0,26,71
Queens,Queens,25008,Total,512,146,4,3,24,0,1,273,963
Queens,Queens,25009,Active,168,51,2,0,7,3,1,67,299
Queens,Queens,25009,Inactive,3,1,0,0,0,0,0,0,4
Queens,Queens,25009,Total,171,52,2,0,7,3,1,67,303
Queens,Queens,25010,Active,632,172,3,6,27,0,0,258,"1,098"
Queens,Queens,25010,Inactive,34,6,0,0,3,0,0,8,51
Queens,Queens,25010,Total,666,178,3,6,30,0,0,266,"1,149"
Queens,Queens,25011,Active,653,159,5,3,19,1,0,253,"1,093"
Queens,Queens,25011,Inactive,27,4,0,0,0,0,0,11,42
Queens,Queens,25011,Total,680,163,5,3,19,1,0,264,"1,135"
Queens,Queens,25012,Active,617,156,9,4,20,1,0,255,"1,062"
Queens,Queens,25012,Inactive,23,5,0,0,0,0,0,10,38
Queens,Queens,25012,Total,640,161,9,4,20,1,0,265,"1,100"
,,,,,,,,,,,,
Page 23 of 172,,,,,,,,,,,,
,,,,,,,,,,,,
"NYSVoter Enrollment by Election District, Party Affiliation and Status",,,,,,,,,,,,
"Voters Registered as of November 1, 2014",,,,,,,,,,,,
Queens  County,,,,,,,,,,,,
,,,,,,,,,,,,
COUNTY,ELECTION DIST,,STATUS,DEM,REP,CON,WOR,IND,GRE,OTH,BLANK,TOTAL
Queens,Queens,25013,Active,418,130,4,1,21,1,1,230,806
Queens,Queens,25013,Inactive,13,4,0,0,1,0,0,6,24
Queens,Queens,25013,Total,431,134,4,1,22,1,1,236,830
Queens,Queens,25014,Active,401,141,10,0,16,0,0,210,778
Queens,Queens,25014,Inactive,14,2,0,0,0,0,0,2,18
Queens,Queens,25014,Total,415,143,10,0,16,0,0,212,796
Queens,Queens,25015,Active,363,98,8,0,23,1,0,173,666
Queens,Queens,25015,Inactive,19,3,0,0,0,0,0,6,28
Queens,Queens,25015,Total,382,101,8,0,23,1,0,179,694
Queens,Queens,25016,Active,598,156,9,2,26,1,0,271,"1,063"
Queens,Queens,25016,Inactive,43,6,0,0,2,0,0,9,60
Queens,Queens,25016,Total,641,162,9,2,28,1,0,280,"1,123"
Queens,Queens,25017,Active,607,146,7,4,30,1,0,217,"1,012"
Queens,Queens,25017,Inactive,43,7,0,0,2,0,0,18,70
Queens,Queens,25017,Total,650,153,7,4,32,1,0,235,"1,082"
Queens,Queens,25018,Active,804,89,10,4,22,2,0,213,"1,144"
Queens,Queens,25018,Inactive,96,13,0,2,1,0,0,32,144
Queens,Queens,25018,Total,900,102,10,6,23,2,0,245,"1,288"
Queens,Queens,25019,Active,790,93,8,7,30,0,0,224,"1,152"
Queens,Queens,25019,Inactive,100,13,1,0,5,0,0,35,154
Queens,Queens,25019,Total,890,106,9,7,35,0,0,259,"1,306"
,,,,,,,,,,,,
Page 24 of 172,,,,,,,,,,,,
,,,,,,,,,,,,
"NYSVoter Enrollment by Election District, Party Affiliation and Status",,,,,,,,,,,,
"Voters Registered as of November 1, 2014",,,,,,,,,,,,
Queens  County,,,,,,,,,,,,
,,,,,,,,,,,,
COUNTY,ELECTION DIST,,STATUS,DEM,REP,CON,WOR,IND,GRE,OTH,BLANK,TOTAL
Queens,Queens,25020,Active,540,106,6,3,28,1,0,196,880
Queens,Queens,25020,Inactive,52,13,1,0,1,0,0,25,92
Queens,Queens,25020,Total,592,119,7,3,29,1,0,221,972
Queens,Queens,25021,Active,608,160,6,4,34,0,0,278,"1,090"
Queens,Queens,25021,Inactive,27,8,0,0,1,0,0,19,55
Queens,Queens,25021,Total,635,168,6,4,35,0,0,297,"1,145"
Queens,Queens,25022,Active,645,147,9,1,44,0,1,248,"1,095"
Queens,Queens,25022,Inactive,62,21,0,3,1,0,0,30,117
Queens,Queens,25022,Total,707,168,9,4,45,0,1,278,"1,212"
Queens,Queens,25023,Active,252,62,5,3,15,0,0,137,474
Queens,Queens,25023,Inactive,8,11,0,0,1,0,0,5,25
Queens,Queens,25023,Total,260,73,5,3,16,0,0,142,499
Queens,Queens,25024,Active,565,166,3,1,31,1,0,302,"1,069"
Queens,Queens,25024,Inactive,28,7,0,0,1,0,0,8,44
