"NYSVoter Enrollment by Election District, Party Affiliation and Status",,,,,,,,,,,,
"Voters Registered as of November 1, 2014",,,,,,,,,,,,
Queens  County,,,,,,,,,,,,
,,,,,,,,,,,,
COUNTY,ELECTION DIST,,STATUS,DEM,REP,CON,WOR,IND,GRE,OTH,BLANK,TOTAL
Queens,Queens,26039,Total,396,103,3,2,11,1,0,167,683
Queens,Queens,26040,Active,362,103,2,3,13,2,0,191,676
Queens,Queens,26040,Inactive,18,12,0,0,0,0,0,14,44
Queens,Queens,26040,Total,380,115,2,3,13,2,0,205,720
Queens,Queens,26041,Active,63,21,1,1,2,0,0,31,119
Queens,Queens,26041,Inactive,3,0,0,0,0,0,0,0,3
Queens,Queens,26041,Total,66,21,1,1,2,0,0,31,122
Queens,Queens,26042,Active,303,119,8,2,16,1,0,170,619
Queens,Queens,26042,Inactive,9,5,0,0,0,0,0,9,23
Queens,Queens,26042,Total,312,124,8,2,16,1,0,179,642
Queens,Queens,26043,Active,227,88,3,2,17,1,0,132,470
Queens,Queens,26043,Inactive,15,6,0,0,0,0,0,6,27
Queens,Queens,26043,Total,242,94,3,2,17,1,0,138,497
Queens,Queens,26044,Active,273,76,3,1,9,1,0,164,527
Queens,Queens,26044,Inactive,14,5,0,0,2,0,0,10,31
Queens,Queens,26044,Total,287,81,3,1,11,1,0,174,558
,,,,,,,,,,,,
Page 37 of 172,,,,,,,,,,,,
,,,,,,,,,,,,
"NYSVoter Enrollment by Election District, Party Affiliation and Status",,,,,,,,,,,,
"Voters Registered as of November 1, 2014",,,,,,,,,,,,
Queens  County,,,,,,,,,,,,
,,,,,,,,,,,,
COUNTY,ELECTION DIST,,STATUS,DEM,REP,CON,WOR,IND,GRE,OTH,BLANK,TOTAL
Queens,Queens,26045,Active,587,155,4,0,38,1,0,222,"1,007"
Queens,Queens,26045,Inactive,34,7,0,0,0,0,0,12,53
Queens,Queens,26045,Total,621,162,4,0,38,1,0,234,"1,060"
Queens,Queens,26046,Active,584,171,7,4,31,4,0,240,"1,041"
Queens,Queens,26046,Inactive,34,12,1,0,2,0,0,11,60
Queens,Queens,26046,Total,618,183,8,4,33,4,0,251,"1,101"
Queens,Queens,26047,Active,650,147,12,1,40,1,0,190,"1,041"
Queens,Queens,26047,Inactive,26,6,2,0,2,0,0,7,43
Queens,Queens,26047,Total,676,153,14,1,42,1,0,197,"1,084"
Queens,Queens,26048,Active,343,123,7,3,11,0,0,176,663
Queens,Queens,26048,Inactive,12,8,0,0,0,0,0,6,26
Queens,Queens,26048,Total,355,131,7,3,11,0,0,182,689
Queens,Queens,26049,Active,377,116,7,1,15,1,0,155,672
Queens,Queens,26049,Inactive,10,8,1,0,2,0,0,5,26
Queens,Queens,26049,Total,387,124,8,1,17,1,0,160,698
Queens,Queens,26050,Active,453,154,3,2,28,0,0,167,807
Queens,Queens,26050,Inactive,35,12,1,0,1,0,0,15,64
Queens,Queens,26050,Total,488,166,4,2,29,0,0,182,871
Queens,Queens,26051,Active,342,102,2,1,30,2,1,162,642
Queens,Queens,26051,Inactive,26,10,1,0,1,1,0,27,66
Queens,Queens,26051,Total,368,112,3,1,31,3,1,189,708
,,,,,,,,,,,,
Page 38 of 172,,,,,,,,,,,,
,,,,,,,,,,,,
"NYSVoter Enrollment by Election District, Party Affiliation and Status",,,,,,,,,,,,
"Voters Registered as of November 1, 2014",,,,,,,,,,,,
Queens  County,,,,,,,,,,,,
,,,,,,,,,,,,
COUNTY,ELECTION DIST,,STATUS,DEM,REP,CON,WOR,IND,GRE,OTH,BLANK,TOTAL
Queens,Queens,26052,Active,404,127,8,0,26,2,1,198,766
Queens,Queens,26052,Inactive,35,10,1,0,3,0,1,23,73
Queens,Queens,26052,Total,439,137,9,0,29,2,2,221,839
Queens,Queens,26053,Active,666,193,13,8,46,0,1,223,"1,150"
Queens,Queens,26053,Inactive,65,19,0,0,4,0,1,25,114
Queens,Queens,26053,Total,731,212,13,8,50,0,2,248,"1,264"
Queens,Queens,26054,Active,535,213,9,1,33,2,0,237,"1,030"
Queens,Queens,26054,Inactive,22,8,0,0,1,1,0,5,37
Queens,Queens,26054,Total,557,221,9,1,34,3,0,242,"1,067"
Queens,Queens,26055,Active,525,147,8,0,32,1,0,243,956
Queens,Queens,26055,Inactive,26,6,1,0,2,0,0,17,52
Queens,Queens,26055,Total,551,153,9,0,34,1,0,260,"1,008"
Queens,Queens,26056,Active,555,194,14,3,29,1,0,220,"1,016"
Queens,Queens,26056,Inactive,20,9,0,0,1,0,0,13,43
Queens,Queens,26056,Total,575,203,14,3,30,1,0,233,"1,059"
Queens,Queens,26057,Active,597,220,8,2,42,3,0,250,"1,122"
Queens,Queens,26057,Inactive,35,22,0,0,3,0,0,15,75
Queens,Queens,26057,Total,632,242,8,2,45,3,0,265,"1,197"
Queens,Queens,26058,Active,598,186,4,3,34,2,0,232,"1,059"
Queens,Queens,26058,Inactive,43,11,2,0,5,0,1,15,77
Queens,Queens,26058,Total,641,197,6,3,39,2,1,247,"1,136"
,,,,,,,,,,,,
Page 39 of 172,,,,,,,,,,,,
,,,,,,,,,,,,
"NYSVoter Enrollment by Election District, Party Affiliation and Status",,,,,,,,,,,,
"Voters Registered as of November 1, 2014",,,,,,,,,,,,
Queens  County,,,,,,,,,,,,
,,,,,,,,,,,,
COUNTY,ELECTION DIST,,STATUS,DEM,REP,CON,WOR,IND,GRE,OTH,BLANK,TOTAL
Queens,Queens,26059,Active,509,237,16,1,29,2,0,241,"1,035"
Queens,Queens,26059,Inactive,10,6,1,0,0,0,0,4,21
Queens,Queens,26059,Total,519,243,17,1,29,2,0,245,"1,056"
Queens,Queens,26060,Active,470,243,12,1,31,1,1,261,"1,020"
Queens,Queens,26060,Inactive,15,14,0,0,2,0,0,9,40
Queens,Queens,26060,Total,485,257,12,1,33,1,1,270,"1,060"
Queens,Queens,26061,Active,517,203,15,4,31,1,0,230,"1,001"
Queens,Queens,26061,Inactive,22,6,0,0,1,0,0,14,43
Queens,Queens,26061,Total,539,209,15,4,32,1,0,244,"1,044"
Queens,Queens,26062,Active,563,177,15,2,32,0,0,258,"1,047"
Queens,Queens,26062,Inactive,42,11,0,0,2,0,1,31,87
Queens,Queens,26062,Total,605,188,15,2,34,0,1,289,"1,134"
Queens,Queens,26063,Active,530,208,21,3,30,1,0,224,"1,017"
Queens,Queens,26063,Inactive,22,9,0,0,3,0,0,14,48
Queens,Queens,26063,Total,552,217,21,3,33,1,0,238,"1,065"
Queens,Queens,26064,Active,418,221,16,3,28,0,0,187,873
Queens,Queens,26064,Inactive,17,10,0,1,0,0,0,8,36
Queens,Queens,26064,Total,435,231,16,4,28,0,0,195,909
Queens,Queens,26065,Active,523,230,15,1,43,1,0,246,"1,059"
Queens,Queens,26065,Inactive,45,12,0,0,5,1,0,14,77
Queens,Queens,26065,Total,568,242,15,1,48,2,0,260,"1,136"
,,,,,,,,,,,,
Page 40 of 172,,,,,,,,,,,,
,,,,,,,,,,,,
"NYSVoter Enrollment by Election District, Party Affiliation and Status",,,,,,,,,,,,
"Voters Registered as of November 1, 2014",,,,,,,,,,,,
Queens  County,,,,,,,,,,,,
,,,,,,,,,,,,
COUNTY,ELECTION DIST,,STATUS,DEM,REP,CON,WOR,IND,GRE,OTH,BLANK,TOTAL
Queens,Queens,26066,Active,545,296,15,2,42,1,0,248,"1,149"
Queens,Queens,26066,Inactive,24,13,0,0,0,0,1,9,47
Queens,Queens,26066,Total,569,309,15,2,42,1,1,257,"1,196"
Queens,Queens,26067,Active,517,227,8,0,30,0,0,257,"1,039"
Queens,Queens,26067,Inactive,16,6,0,0,3,0,0,13,38
Queens,Queens,26067,Total,533,233,8,0,33,0,0,270,"1,077"
Queens,Queens,26068,Active,388,242,5,1,20,1,0,228,885
Queens,Queens,26068,Inactive,12,12,0,0,2,0,0,14,40
Queens,Queens,26068,Total,400,254,5,1,22,1,0,242,925
Queens,Queens,26069,Active,586,290,5,3,40,0,0,249,"1,173"
Queens,Queens,26069,Inactive,28,9,0,0,4,0,0,14,55
Queens,Queens,26069,Total,614,299,5,3,44,0,0,263,"1,228"
Queens,Queens,26070,Active,538,175,8,5,38,0,0,228,992
Queens,Queens,26070,Inactive,39,15,1,0,6,0,0,21,82
Queens,Queens,26070,Total,577,190,9,5,44,0,0,249,"1,074"
Queens,Queens,26071,Active,414,69,2,0,20,0,0,93,598
Queens,Queens,26071,Inactive,23,3,0,0,0,0,0,5,31
Queens,Queens,26071,Total,437,72,2,0,20,0,0,98,629
Queens,Queens,26072,Active,536,156,7,2,34,1,0,161,897
Queens,Queens,26072,Inactive,39,7,1,0,2,0,0,13,62
Queens,Queens,26072,Total,575,163,8,2,36,1,0,174,959
,,,,,,,,,,,,
Page 41 of 172,,,,,,,,,,,,
,,,,,,,,,,,,
"NYSVoter Enrollment by Election District, Party Affiliation and Status",,,,,,,,,,,,
"Voters Registered as of November 1, 2014",,,,,,,,,,,,
Queens  County,,,,,,,,,,,,
,,,,,,,,,,,,
COUNTY,ELECTION DIST,,STATUS,DEM,REP,CON,WOR,IND,GRE,OTH,BLANK,TOTAL
Queens,Queens,26073,Active,749,148,5,0,44,0,0,195,"1,141"
Queens,Queens,26073,Inactive,33,9,0,0,1,0,0,13,56
Queens,Queens,26073,Total,782,157,5,0,45,0,0,208,"1,197"
Queens,Queens,26074,Active,467,92,5,0,17,1,0,163,745
Queens,Queens,26074,Inactive,18,3,1,0,0,0,0,11,33
Queens,Queens,26074,Total,485,95,6,0,17,1,0,174,778
Queens,Queens,26075,Active,540,149,10,3,27,2,1,171,903
Queens,Queens,26075,Inactive,27,3,0,0,0,0,0,8,38
Queens,Queens,26075,Total,567,152,10,3,27,2,1,179,941
Queens,Queens,26076,Active,420,140,5,1,22,0,0,178,766
Queens,Queens,26076,Inactive,21,2,0,0,0,0,0,3,26
Queens,Queens,26076,Total,441,142,5,1,22,0,0,181,792
Queens,Queens,27001,Active,559,207,5,0,15,1,0,218,"1,005"
Queens,Queens,27001,Inactive,32,14,0,0,0,0,0,12,58
Queens,Queens,27001,Total,591,221,5,0,15,1,0,230,"1,063"
Queens,Queens,27002,Active,734,104,2,5,17,1,0,213,"1,076"
Queens,Queens,27002,Inactive,43,4,0,2,0,0,0,7,56
Queens,Queens,27002,Total,777,108,2,7,17,1,0,220,"1,132"
Queens,Queens,27003,Active,648,129,7,4,29,2,0,261,"1,080"
Queens,Queens,27003,Inactive,63,13,0,0,2,0,0,21,99
Queens,Queens,27003,Total,711,142,7,4,31,2,0,282,"1,179"
,,,,,,,,,,,,
Page 42 of 172,,,,,,,,,,,,
,,,,,,,,,,,,
"NYSVoter Enrollment by Election District, Party Affiliation and Status",,,,,,,,,,,,
"Voters Registered as of November 1, 2014",,,,,,,,,,,,
Queens  County,,,,,,,,,,,,
,,,,,,,,,,,,
COUNTY,ELECTION DIST,,STATUS,DEM,REP,CON,WOR,IND,GRE,OTH,BLANK,TOTAL
Queens,Queens,27004,Active,641,172,9,4,39,2,2,273,"1,142"
Queens,Queens,27004,Inactive,37,15,0,0,4,0,0,26,82
Queens,Queens,27004,Total,678,187,9,4,43,2,2,299,"1,224"
Queens,Queens,27005,Active,585,169,2,0,37,1,0,265,"1,059"
Queens,Queens,27005,Inactive,55,9,0,2,1,0,0,17,84
Queens,Queens,27005,Total,640,178,2,2,38,1,0,282,"1,143"
Queens,Queens,27006,Active,497,83,1,1,22,1,0,156,761
Queens,Queens,27006,Inactive,51,4,0,0,4,0,0,14,73
Queens,Queens,27006,Total,548,87,1,1,26,1,0,170,834
Queens,Queens,27007,Active,752,130,6,3,40,2,0,273,"1,206"
Queens,Queens,27007,Inactive,28,10,0,0,1,0,0,17,56
Queens,Queens,27007,Total,780,140,6,3,41,2,0,290,"1,262"
Queens,Queens,27008,Active,709,112,6,3,24,3,0,252,"1,109"
Queens,Queens,27008,Inactive,56,12,0,0,6,0,0,18,92
Queens,Queens,27008,Total,765,124,6,3,30,3,0,270,"1,201"
Queens,Queens,27009,Active,768,112,8,2,30,3,0,207,"1,130"
Queens,Queens,27009,Inactive,44,8,0,0,2,0,0,14,68
Queens,Queens,27009,Total,812,120,8,2,32,3,0,221,"1,198"
Queens,Queens,27010,Active,43,8,0,1,1,0,0,21,74
Queens,Queens,27010,Inactive,3,0,0,0,0,0,0,2,5
Queens,Queens,27010,Total,46,8,0,1,1,0,0,23,79
,,,,,,,,,,,,
Page 43 of 172,,,,,,,,,,,,
,,,,,,,,,,,,
"NYSVoter Enrollment by Election District, Party Affiliation and Status",,,,,,,,,,,,
"Voters Registered as of November 1, 2014",,,,,,,,,,,,
Queens  County,,,,,,,,,,,,
,,,,,,,,,,,,
COUNTY,ELECTION DIST,,STATUS,DEM,REP,CON,WOR,IND,GRE,OTH,BLANK,TOTAL
Queens,Queens,27011,Active,349,32,3,2,7,1,0,74,468
Queens,Queens,27011,Inactive,33,6,2,0,1,0,0,9,51
Queens,Queens,27011,Total,382,38,5,2,8,1,0,83,519
Queens,Queens,27012,Active,705,131,6,3,37,1,0,227,"1,110"
Queens,Queens,27012,Inactive,43,6,0,0,1,0,0,14,64
Queens,Queens,27012,Total,748,137,6,3,38,1,0,241,"1,174"
Queens,Queens,27013,Active,649,97,2,2,35,0,1,189,975
Queens,Queens,27013,Inactive,30,5,0,0,2,0,0,12,49
Queens,Queens,27013,Total,679,102,2,2,37,0,1,201,"1,024"
Queens,Queens,27014,Active,694,105,4,2,36,0,1,177,"1,019"
Queens,Queens,27014,Inactive,66,6,2,0,5,0,0,22,101
Queens,Queens,27014,Total,760,111,6,2,41,0,1,199,"1,120"
Queens,Queens,27015,Active,718,107,6,3,34,0,0,241,"1,109"
Queens,Queens,27015,Inactive,79,4,0,0,5,0,0,38,126
Queens,Queens,27015,Total,797,111,6,3,39,0,0,279,"1,235"
Queens,Queens,27016,Active,295,74,0,1,13,0,0,124,507
Queens,Queens,27016,Inactive,19,3,0,0,4,0,0,7,33
Queens,Queens,27016,Total,314,77,0,1,17,0,0,131,540
Queens,Queens,27017,Active,745,128,4,6,41,0,0,261,"1,185"
Queens,Queens,27017,Inactive,51,16,1,0,4,0,0,24,96
Queens,Queens,27017,Total,796,144,5,6,45,0,0,285,"1,281"
,,,,,,,,,,,,
Page 44 of 172,,,,,,,,,,,,
,,,,,,,,,,,,
"NYSVoter Enrollment by Election District, Party Affiliation and Status",,,,,,,,,,,,
"Voters Registered as of November 1, 2014",,,,,,,,,,,,
Queens  County,,,,,,,,,,,,
,,,,,,,,,,,,
COUNTY,ELECTION DIST,,STATUS,DEM,REP,CON,WOR,IND,GRE,OTH,BLANK,TOTAL
Queens,Queens,27018,Active,51,15,0,0,0,0,0,19,85
Queens,Queens,27018,Inactive,1,2,0,0,0,0,0,0,3
Queens,Queens,27018,Total,52,17,0,0,0,0,0,19,88
Queens,Queens,27019,Active,452,109,1,1,16,0,0,167,746
Queens,Queens,27019,Inactive,33,9,0,0,1,0,0,21,64
Queens,Queens,27019,Total,485,118,1,1,17,0,0,188,810
Queens,Queens,27020,Active,510,134,5,2,34,2,0,195,882
Queens,Queens,27020,Inactive,50,14,1,2,5,0,0,30,102
Queens,Queens,27020,Total,560,148,6,4,39,2,0,225,984
Queens,Queens,27021,Active,505,116,5,1,18,1,0,179,825
Queens,Queens,27021,Inactive,39,10,0,0,2,1,0,16,68
Queens,Queens,27021,Total,544,126,5,1,20,2,0,195,893
Queens,Queens,27022,Active,450,146,0,4,22,1,0,165,788
Queens,Queens,27022,Inactive,15,7,0,0,0,0,0,6,28
Queens,Queens,27022,Total,465,153,0,4,22,1,0,171,816
Queens,Queens,27023,Active,409,256,12,3,24,0,0,170,874
Queens,Queens,27023,Inactive,13,6,0,0,0,0,0,11,30
Queens,Queens,27023,Total,422,262,12,3,24,0,0,181,904
Queens,Queens,27024,Active,518,158,3,1,13,2,0,202,897
Queens,Queens,27024,Inactive,24,12,0,0,0,0,0,17,53
Queens,Queens,27024,Total,542,170,3,1,13,2,0,219,950
,,,,,,,,,,,,
Page 45 of 172,,,,,,,,,,,,
,,,,,,,,,,,,
"NYSVoter Enrollment by Election District, Party Affiliation and Status",,,,,,,,,,,,
"Voters Registered as of November 1, 2014",,,,,,,,,,,,
Queens  County,,,,,,,,,,,,
,,,,,,,,,,,,
COUNTY,ELECTION DIST,,STATUS,DEM,REP,CON,WOR,IND,GRE,OTH,BLANK,TOTAL
Queens,Queens,27025,Active,566,227,1,0,16,0,0,184,994
Queens,Queens,27025,Inactive,14,12,0,0,1,0,0,7,34
Queens,Queens,27025,Total,580,239,1,0,17,0,0,191,"1,028"
Queens,Queens,27026,Active,543,223,4,1,10,0,1,219,"1,001"
Queens,Queens,27026,Inactive,34,14,0,0,2,0,0,17,67
Queens,Queens,27026,Total,577,237,4,1,12,0,1,236,"1,068"
Queens,Queens,27027,Active,605,198,2,0,19,0,0,273,"1,097"
Queens,Queens,27027,Inactive,37,13,0,0,0,0,0,10,60
Queens,Queens,27027,Total,642,211,2,0,19,0,0,283,"1,157"
Queens,Queens,27028,Active,659,175,0,2,16,0,1,252,"1,105"
Queens,Queens,27028,Inactive,57,18,0,0,2,0,0,25,102
Queens,Queens,27028,Total,716,193,0,2,18,0,1,277,"1,207"
Queens,Queens,27029,Active,443,76,4,5,8,1,0,157,694
Queens,Queens,27029,Inactive,61,17,1,0,3,0,0,35,117
Queens,Queens,27029,Total,504,93,5,5,11,1,0,192,811
Queens,Queens,27030,Active,579,168,6,1,14,0,0,189,957
Queens,Queens,27030,Inactive,31,10,0,0,1,0,0,13,55
Queens,Queens,27030,Total,610,178,6,1,15,0,0,202,"1,012"
Queens,Queens,27031,Active,109,8,1,1,2,0,0,23,144
Queens,Queens,27031,Inactive,11,2,0,0,0,0,0,4,17
Queens,Queens,27031,Total,120,10,1,1,2,0,0,27,161
,,,,,,,,,,,,
Page 46 of 172,,,,,,,,,,,,
,,,,,,,,,,,,
"NYSVoter Enrollment by Election District, Party Affiliation and Status",,,,,,,,,,,,
"Voters Registered as of November 1, 2014",,,,,,,,,,,,
Queens  County,,,,,,,,,,,,
,,,,,,,,,,,,
COUNTY,ELECTION DIST,,STATUS,DEM,REP,CON,WOR,IND,GRE,OTH,BLANK,TOTAL
Queens,Queens,27032,Active,76,11,1,0,7,0,0,33,128
Queens,Queens,27032,Inactive,3,2,0,0,0,0,0,0,5
Queens,Queens,27032,Total,79,13,1,0,7,0,0,33,133
Queens,Queens,27033,Active,74,22,0,0,4,0,0,31,131
Queens,Queens,27033,Inactive,3,0,0,0,0,0,0,1,4
Queens,Queens,27033,Total,77,22,0,0,4,0,0,32,135
Queens,Queens,27034,Active,754,160,5,2,16,0,0,291,"1,228"
Queens,Queens,27034,Inactive,59,10,0,0,5,0,0,34,108
Queens,Queens,27034,Total,813,170,5,2,21,0,0,325,"1,336"
Queens,Queens,27035,Active,813,85,3,1,19,0,0,165,"1,086"
Queens,Queens,27035,Inactive,47,9,0,0,4,1,0,12,73
Queens,Queens,27035,Total,860,94,3,1,23,1,0,177,"1,159"
Queens,Queens,27036,Active,682,134,8,1,34,1,1,260,"1,121"
Queens,Queens,27036,Inactive,64,14,0,0,2,0,0,27,107
Queens,Queens,27036,Total,746,148,8,1,36,1,1,287,"1,228"
Queens,Queens,27037,Active,783,66,3,5,29,1,0,143,"1,030"
Queens,Queens,27037,Inactive,52,5,0,0,2,0,0,9,68
Queens,Queens,27037,Total,835,71,3,5,31,1,0,152,"1,098"
Queens,Queens,27038,Active,851,68,8,5,22,0,0,136,"1,090"
Queens,Queens,27038,Inactive,52,5,0,1,4,0,0,16,78
Queens,Queens,27038,Total,903,73,8,6,26,0,0,152,"1,168"
,,,,,,,,,,,,
Page 47 of 172,,,,,,,,,,,,
,,,,,,,,,,,,
"NYSVoter Enrollment by Election District, Party Affiliation and Status",,,,,,,,,,,,
"Voters Registered as of November 1, 2014",,,,,,,,,,,,
Queens  County,,,,,,,,,,,,
,,,,,,,,,,,,
COUNTY,ELECTION DIST,,STATUS,DEM,REP,CON,WOR,IND,GRE,OTH,BLANK,TOTAL
Queens,Queens,27039,Active,932,58,4,6,23,0,0,136,"1,159"
Queens,Queens,27039,Inactive,38,2,1,0,5,0,0,6,52
Queens,Queens,27039,Total,970,60,5,6,28,0,0,142,"1,211"
Queens,Queens,27040,Active,745,59,3,4,24,1,1,128,965
Queens,Queens,27040,Inactive,47,3,0,0,0,0,0,5,55
Queens,Queens,27040,Total,792,62,3,4,24,1,1,133,"1,020"
Queens,Queens,27041,Active,869,67,3,6,20,0,0,146,"1,111"
Queens,Queens,27041,Inactive,56,10,1,1,0,0,0,12,80
Queens,Queens,27041,Total,925,77,4,7,20,0,0,158,"1,191"
Queens,Queens,27042,Active,782,94,2,1,19,2,0,242,"1,142"
Queens,Queens,27042,Inactive,69,19,0,0,7,0,0,21,116
Queens,Queens,27042,Total,851,113,2,1,26,2,0,263,"1,258"
Queens,Queens,27043,Active,338,66,4,2,9,0,0,120,539
Queens,Queens,27043,Inactive,18,5,0,0,1,0,0,9,33
Queens,Queens,27043,Total,356,71,4,2,10,0,0,129,572
Queens,Queens,27044,Active,464,69,2,2,14,1,0,137,689
Queens,Queens,27044,Inactive,53,14,3,0,3,0,0,26,99
Queens,Queens,27044,Total,517,83,5,2,17,1,0,163,788
Queens,Queens,27045,Active,726,121,7,8,22,2,1,203,"1,090"
Queens,Queens,27045,Inactive,82,11,0,0,4,0,0,24,121
Queens,Queens,27045,Total,808,132,7,8,26,2,1,227,"1,211"
,,,,,,,,,,,,
Page 48 of 172,,,,,,,,,,,,
,,,,,,,,,,,,
"NYSVoter Enrollment by Election District, Party Affiliation and Status",,,,,,,,,,,,
"Voters Registered as of November 1, 2014",,,,,,,,,,,,
Queens  County,,,,,,,,,,,,
,,,,,,,,,,,,
COUNTY,ELECTION DIST,,STATUS,DEM,REP,CON,WOR,IND,GRE,OTH,BLANK,TOTAL
Queens,Queens,27046,Active,177,84,1,0,10,0,0,124,396
Queens,Queens,27046,Inactive,5,3,0,0,0,0,0,4,12
Queens,Queens,27046,Total,182,87,1,0,10,0,0,128,408
Queens,Queens,27047,Active,693,133,2,3,37,1,0,278,"1,147"
Queens,Queens,27047,Inactive,53,6,0,1,2,0,0,26,88
Queens,Queens,27047,Total,746,139,2,4,39,1,0,304,"1,235"
Queens,Queens,27048,Active,652,180,2,3,23,0,1,256,"1,117"
Queens,Queens,27048,Inactive,61,13,0,0,0,0,0,25,99
Queens,Queens,27048,Total,713,193,2,3,23,0,1,281,"1,216"
Queens,Queens,27049,Active,597,167,3,2,35,1,0,236,"1,041"
Queens,Queens,27049,Inactive,53,15,1,0,0,0,0,23,92
Queens,Queens,27049,Total,650,182,4,2,35,1,0,259,"1,133"
Queens,Queens,27050,Active,514,126,1,2,26,1,0,180,850
Queens,Queens,27050,Inactive,52,2,0,0,1,0,0,15,70
Queens,Queens,27050,Total,566,128,1,2,27,1,0,195,920
Queens,Queens,27051,Active,482,340,17,2,28,1,0,250,"1,120"
Queens,Queens,27051,Inactive,17,13,0,0,1,0,0,8,39
Queens,Queens,27051,Total,499,353,17,2,29,1,0,258,"1,159"
Queens,Queens,27052,Active,547,123,8,3,20,0,0,245,946
Queens,Queens,27052,Inactive,57,6,0,0,1,1,0,12,77
Queens,Queens,27052,Total,604,129,8,3,21,1,0,257,"1,023"
,,,,,,,,,,,,
Page 49 of 172,,,,,,,,,,,,
,,,,,,,,,,,,
"NYSVoter Enrollment by Election District, Party Affiliation and Status",,,,,,,,,,,,
"Voters Registered as of November 1, 2014",,,,,,,,,,,,
Queens  County,,,,,,,,,,,,
,,,,,,,,,,,,
COUNTY,ELECTION DIST,,STATUS,DEM,REP,CON,WOR,IND,GRE,OTH,BLANK,TOTAL
Queens,Queens,27053,Active,679,127,2,5,25,2,0,241,"1,081"
Queens,Queens,27053,Inactive,65,18,0,0,1,0,0,23,107
Queens,Queens,27053,Total,744,145,2,5,26,2,0,264,"1,188"
Queens,Queens,27054,Active,618,160,3,4,29,2,0,229,"1,045"
Queens,Queens,27054,Inactive,42,9,0,0,0,0,0,20,71
Queens,Queens,27054,Total,660,169,3,4,29,2,0,249,"1,116"
Queens,Queens,27055,Active,345,66,1,1,17,1,0,125,556
Queens,Queens,27055,Inactive,22,5,0,0,1,0,0,13,41
Queens,Queens,27055,Total,367,71,1,1,18,1,0,138,597
Queens,Queens,27056,Active,512,63,1,1,12,0,0,84,673
Queens,Queens,27056,Inactive,18,5,0,0,1,0,0,5,29
Queens,Queens,27056,Total,530,68,1,1,13,0,0,89,702
Queens,Queens,27057,Active,210,201,3,1,15,0,1,93,524
Queens,Queens,27057,Inactive,13,2,1,0,1,0,0,5,22
Queens,Queens,27057,Total,223,203,4,1,16,0,1,98,546
Queens,Queens,27058,Active,3,0,0,0,0,0,0,1,4
Queens,Queens,27058,Inactive,0,0,0,0,0,0,0,2,2
Queens,Queens,27058,Total,3,0,0,0,0,0,0,3,6
Queens,Queens,27059,Active,437,187,4,1,21,0,0,194,844
Queens,Queens,27059,Inactive,16,13,0,0,3,0,0,15,47
Queens,Queens,27059,Total,453,200,4,1,24,0,0,209,891
,,,,,,,,,,,,
Page 50 of 172,,,,,,,,,,,,
,,,,,,,,,,,,
"NYSVoter Enrollment by Election District, Party Affiliation and Status",,,,,,,,,,,,
"Voters Registered as of November 1, 2014",,,,,,,,,,,,
Queens  County,,,,,,,,,,,,
,,,,,,,,,,,,
COUNTY,ELECTION DIST,,STATUS,DEM,REP,CON,WOR,IND,GRE,OTH,BLANK,TOTAL
Queens,Queens,27060,Active,619,201,7,2,34,1,1,273,"1,138"
Queens,Queens,27060,Inactive,37,19,0,1,3,0,0,25,85
Queens,Queens,27060,Total,656,220,7,3,37,1,1,298,"1,223"
Queens,Queens,27061,Active,633,198,13,1,35,4,0,293,"1,177"
Queens,Queens,27061,Inactive,24,8,1,1,4,0,0,2,40
Queens,Queens,27061,Total,657,206,14,2,39,4,0,295,"1,217"
Queens,Queens,27062,Active,629,172,15,4,32,2,0,268,"1,122"
Queens,Queens,27062,Inactive,28,6,0,0,2,0,0,11,47
Queens,Queens,27062,Total,657,178,15,4,34,2,0,279,"1,169"
Queens,Queens,27063,Active,555,168,8,11,24,3,0,272,"1,041"
Queens,Queens,27063,Inactive,21,12,2,0,3,0,0,14,52
Queens,Queens,27063,Total,576,180,10,11,27,3,0,286,"1,093"
Queens,Queens,27064,Active,629,156,12,9,40,0,1,263,"1,110"
Queens,Queens,27064,Inactive,42,16,4,0,1,0,0,19,82
Queens,Queens,27064,Total,671,172,16,9,41,0,1,282,"1,192"
Queens,Queens,27065,Active,534,196,11,3,30,2,1,250,"1,027"
Queens,Queens,27065,Inactive,19,16,0,1,2,0,0,12,50
Queens,Queens,27065,Total,553,212,11,4,32,2,1,262,"1,077"
Queens,Queens,27066,Active,608,188,7,4,35,1,0,253,"1,096"
Queens,Queens,27066,Inactive,26,15,0,0,4,0,0,17,62
Queens,Queens,27066,Total,634,203,7,4,39,1,0,270,"1,158"
,,,,,,,,,,,,
Page 51 of 172,,,,,,,,,,,,
,,,,,,,,,,,,
"NYSVoter Enrollment by Election District, Party Affiliation and Status",,,,,,,,,,,,
"Voters Registered as of November 1, 2014",,,,,,,,,,,,
Queens  County,,,,,,,,,,,,
,,,,,,,,,,,,
COUNTY,ELECTION DIST,,STATUS,DEM,REP,CON,WOR,IND,GRE,OTH,BLANK,TOTAL
Queens,Queens,27067,Active,576,194,5,3,26,2,3,246,"1,055"
Queens,Queens,27067,Inactive,20,9,1,0,1,0,0,9,40
Queens,Queens,27067,Total,596,203,6,3,27,2,3,255,"1,095"
Queens,Queens,27068,Active,531,164,5,5,27,1,0,250,983
Queens,Queens,27068,Inactive,33,10,1,1,3,0,0,9,57
