"NYSVoter Enrollment by Election District, Party Affiliation and Status",,,,,,,,,,,,
"Voters Registered as of November 1, 2014",,,,,,,,,,,,
New York  County,,,,,,,,,,,,
,,,,,,,,,,,,
COUNTY,,ELECTION DIST,STATUS,DEM,REP,CON,WOR,IND,GRE,OTH,BLANK,TOTAL
New York,New York,65001,Active,296,129,1,0,18,0,3,154,601
New York,New York,65001,Inactive,68,26,0,0,5,0,1,35,135
New York,New York,65001,Total,364,155,1,0,23,0,4,189,736
New York,New York,65002,Active,383,175,0,1,43,1,1,198,802
New York,New York,65002,Inactive,100,44,0,0,20,1,0,67,232
New York,New York,65002,Total,483,219,0,1,63,2,1,265,"1,034"
New York,New York,65003,Active,247,84,2,0,24,0,2,127,486
New York,New York,65003,Inactive,56,30,1,0,2,0,1,27,117
New York,New York,65003,Total,303,114,3,0,26,0,3,154,603
New York,New York,65004,Active,378,169,3,0,47,1,1,219,818
New York,New York,65004,Inactive,90,42,1,0,8,0,0,52,193
New York,New York,65004,Total,468,211,4,0,55,1,1,271,"1,011"
New York,New York,65005,Active,330,75,0,1,15,1,1,141,564
New York,New York,65005,Inactive,111,24,1,0,6,2,0,52,196
New York,New York,65005,Total,441,99,1,1,21,3,1,193,760
New York,New York,65006,Active,575,132,3,1,43,4,3,214,975
New York,New York,65006,Inactive,83,24,1,0,2,0,0,31,141
New York,New York,65006,Total,658,156,4,1,45,4,3,245,"1,116"
New York,New York,65007,Active,420,86,4,0,19,0,0,102,631
New York,New York,65007,Inactive,30,6,1,0,0,1,0,4,42
New York,New York,65007,Total,450,92,5,0,19,1,0,106,673
,,,,,,,,,,,,
Page 1 of 163,,,,,,,,,,,,
,,,,,,,,,,,,
"NYSVoter Enrollment by Election District, Party Affiliation and Status",,,,,,,,,,,,
"Voters Registered as of November 1, 2014",,,,,,,,,,,,
New York  County,,,,,,,,,,,,
,,,,,,,,,,,,
COUNTY,,ELECTION DIST,STATUS,DEM,REP,CON,WOR,IND,GRE,OTH,BLANK,TOTAL
New York,New York,65008,Active,634,176,1,4,21,3,0,182,"1,021"
New York,New York,65008,Inactive,65,16,1,0,2,1,0,26,111
New York,New York,65008,Total,699,192,2,4,23,4,0,208,"1,132"
New York,New York,65009,Active,550,119,0,0,50,4,3,234,960
New York,New York,65009,Inactive,70,15,0,0,8,0,0,26,119
New York,New York,65009,Total,620,134,0,0,58,4,3,260,"1,079"
New York,New York,65010,Active,366,99,2,1,32,0,2,171,673
New York,New York,65010,Inactive,61,21,1,0,4,1,0,35,123
New York,New York,65010,Total,427,120,3,1,36,1,2,206,796
New York,New York,65011,Active,305,101,0,2,30,0,2,169,609
New York,New York,65011,Inactive,81,29,0,0,9,0,0,53,172
New York,New York,65011,Total,386,130,0,2,39,0,2,222,781
New York,New York,65012,Active,288,165,2,0,38,1,1,188,683
New York,New York,65012,Inactive,33,20,0,0,6,0,0,14,73
New York,New York,65012,Total,321,185,2,0,44,1,1,202,756
New York,New York,65013,Active,394,104,1,1,34,0,1,142,677
New York,New York,65013,Inactive,39,23,0,0,5,0,0,33,100
New York,New York,65013,Total,433,127,1,1,39,0,1,175,777
New York,New York,65014,Active,515,188,1,0,49,1,1,272,"1,027"
New York,New York,65014,Inactive,76,37,0,0,18,0,0,58,189
New York,New York,65014,Total,591,225,1,0,67,1,1,330,"1,216"
,,,,,,,,,,,,
Page 2 of 163,,,,,,,,,,,,
,,,,,,,,,,,,
"NYSVoter Enrollment by Election District, Party Affiliation and Status",,,,,,,,,,,,
"Voters Registered as of November 1, 2014",,,,,,,,,,,,
New York  County,,,,,,,,,,,,
,,,,,,,,,,,,
COUNTY,,ELECTION DIST,STATUS,DEM,REP,CON,WOR,IND,GRE,OTH,BLANK,TOTAL
New York,New York,65015,Active,276,75,0,0,17,0,0,115,483
New York,New York,65015,Inactive,43,16,0,0,3,0,0,25,87
New York,New York,65015,Total,319,91,0,0,20,0,0,140,570
New York,New York,65016,Active,521,168,5,0,45,4,0,192,935
New York,New York,65016,Inactive,128,55,0,0,14,1,0,69,267
New York,New York,65016,Total,649,223,5,0,59,5,0,261,"1,202"
New York,New York,65017,Active,18,2,0,1,1,0,0,4,26
New York,New York,65017,Inactive,1,0,0,0,0,0,0,1,2
New York,New York,65017,Total,19,2,0,1,1,0,0,5,28
New York,New York,65018,Active,694,51,2,5,23,0,0,166,941
New York,New York,65018,Inactive,60,4,0,0,0,0,0,13,77
New York,New York,65018,Total,754,55,2,5,23,0,0,179,"1,018"
New York,New York,65019,Active,691,48,1,3,12,2,0,152,909
New York,New York,65019,Inactive,59,7,0,1,0,0,0,15,82
New York,New York,65019,Total,750,55,1,4,12,2,0,167,991
New York,New York,65020,Active,701,50,4,3,20,0,0,144,922
New York,New York,65020,Inactive,60,4,0,0,0,1,0,9,74
New York,New York,65020,Total,761,54,4,3,20,1,0,153,996
New York,New York,65021,Active,755,83,1,4,18,1,0,265,"1,127"
New York,New York,65021,Inactive,61,7,0,0,2,0,0,29,99
New York,New York,65021,Total,816,90,1,4,20,1,0,294,"1,226"
,,,,,,,,,,,,
Page 3 of 163,,,,,,,,,,,,
,,,,,,,,,,,,
"NYSVoter Enrollment by Election District, Party Affiliation and Status",,,,,,,,,,,,
"Voters Registered as of November 1, 2014",,,,,,,,,,,,
New York  County,,,,,,,,,,,,
,,,,,,,,,,,,
COUNTY,,ELECTION DIST,STATUS,DEM,REP,CON,WOR,IND,GRE,OTH,BLANK,TOTAL
New York,New York,65022,Active,619,134,5,3,19,0,0,293,"1,073"
New York,New York,65022,Inactive,54,18,0,0,1,0,0,38,111
New York,New York,65022,Total,673,152,5,3,20,0,0,331,"1,184"
New York,New York,65023,Active,423,83,0,1,19,1,0,229,756
New York,New York,65023,Inactive,42,2,0,0,1,0,0,26,71
New York,New York,65023,Total,465,85,0,1,20,1,0,255,827
New York,New York,65024,Active,599,92,0,4,23,1,0,302,"1,021"
New York,New York,65024,Inactive,50,9,0,0,1,0,0,19,79
New York,New York,65024,Total,649,101,0,4,24,1,0,321,"1,100"
New York,New York,65025,Active,257,69,1,0,8,0,0,97,432
New York,New York,65025,Inactive,30,6,0,0,0,0,0,13,49
New York,New York,65025,Total,287,75,1,0,8,0,0,110,481
New York,New York,65026,Active,323,55,1,2,10,1,0,130,522
New York,New York,65026,Inactive,26,14,0,0,0,0,0,7,47
New York,New York,65026,Total,349,69,1,2,10,1,0,137,569
New York,New York,65027,Active,643,135,6,2,16,0,0,225,"1,027"
New York,New York,65027,Inactive,45,11,0,0,0,0,0,16,72
New York,New York,65027,Total,688,146,6,2,16,0,0,241,"1,099"
New York,New York,65028,Active,456,55,0,2,14,0,0,218,745
New York,New York,65028,Inactive,18,4,0,0,0,0,0,9,31
New York,New York,65028,Total,474,59,0,2,14,0,0,227,776
,,,,,,,,,,,,
Page 4 of 163,,,,,,,,,,,,
,,,,,,,,,,,,
"NYSVoter Enrollment by Election District, Party Affiliation and Status",,,,,,,,,,,,
"Voters Registered as of November 1, 2014",,,,,,,,,,,,
New York  County,,,,,,,,,,,,
,,,,,,,,,,,,
COUNTY,,ELECTION DIST,STATUS,DEM,REP,CON,WOR,IND,GRE,OTH,BLANK,TOTAL
New York,New York,65029,Active,355,55,2,0,9,3,1,193,618
New York,New York,65029,Inactive,27,4,0,0,0,0,0,16,47
New York,New York,65029,Total,382,59,2,0,9,3,1,209,665
New York,New York,65030,Active,597,94,0,4,12,3,0,231,941
New York,New York,65030,Inactive,73,25,0,1,2,0,0,46,147
New York,New York,65030,Total,670,119,0,5,14,3,0,277,"1,088"
New York,New York,65031,Active,601,107,3,2,17,0,0,154,884
New York,New York,65031,Inactive,40,8,0,0,1,0,0,19,68
New York,New York,65031,Total,641,115,3,2,18,0,0,173,952
New York,New York,65032,Active,665,67,1,2,23,4,1,328,"1,091"
New York,New York,65032,Inactive,55,15,0,0,4,0,0,38,112
New York,New York,65032,Total,720,82,1,2,27,4,1,366,"1,203"
New York,New York,65033,Active,830,62,4,2,15,0,0,208,"1,121"
New York,New York,65033,Inactive,48,6,0,0,0,0,0,7,61
New York,New York,65033,Total,878,68,4,2,15,0,0,215,"1,182"
New York,New York,65034,Active,708,43,4,3,12,0,0,176,946
New York,New York,65034,Inactive,47,9,0,0,0,0,0,11,67
New York,New York,65034,Total,755,52,4,3,12,0,0,187,"1,013"
New York,New York,65035,Active,625,37,1,2,17,0,0,167,849
New York,New York,65035,Inactive,25,4,0,1,0,0,0,13,43
New York,New York,65035,Total,650,41,1,3,17,0,0,180,892
,,,,,,,,,,,,
Page 5 of 163,,,,,,,,,,,,
,,,,,,,,,,,,
"NYSVoter Enrollment by Election District, Party Affiliation and Status",,,,,,,,,,,,
"Voters Registered as of November 1, 2014",,,,,,,,,,,,
New York  County,,,,,,,,,,,,
,,,,,,,,,,,,
COUNTY,,ELECTION DIST,STATUS,DEM,REP,CON,WOR,IND,GRE,OTH,BLANK,TOTAL
New York,New York,65036,Active,632,33,1,3,14,0,0,87,770
New York,New York,65036,Inactive,43,1,0,1,0,0,0,6,51
New York,New York,65036,Total,675,34,1,4,14,0,0,93,821
New York,New York,65037,Active,722,59,1,2,12,2,0,144,942
New York,New York,65037,Inactive,44,1,0,0,1,0,0,12,58
New York,New York,65037,Total,766,60,1,2,13,2,0,156,"1,000"
New York,New York,65038,Active,722,56,4,4,14,3,0,149,952
New York,New York,65038,Inactive,78,11,0,0,2,0,0,16,107
New York,New York,65038,Total,800,67,4,4,16,3,0,165,"1,059"
New York,New York,65039,Active,417,43,1,0,16,0,0,96,573
New York,New York,65039,Inactive,22,1,0,0,0,0,0,0,23
New York,New York,65039,Total,439,44,1,0,16,0,0,96,596
New York,New York,65040,Active,706,31,0,7,17,0,1,122,884
New York,New York,65040,Inactive,56,4,0,1,1,0,0,11,73
New York,New York,65040,Total,762,35,0,8,18,0,1,133,957
New York,New York,65041,Active,497,54,2,4,14,2,0,158,731
New York,New York,65041,Inactive,44,2,0,0,2,0,0,15,63
New York,New York,65041,Total,541,56,2,4,16,2,0,173,794
New York,New York,65042,Active,497,50,1,0,17,0,0,94,659
New York,New York,65042,Inactive,56,10,0,0,1,0,0,21,88
New York,New York,65042,Total,553,60,1,0,18,0,0,115,747
,,,,,,,,,,,,
Page 6 of 163,,,,,,,,,,,,
,,,,,,,,,,,,
"NYSVoter Enrollment by Election District, Party Affiliation and Status",,,,,,,,,,,,
"Voters Registered as of November 1, 2014",,,,,,,,,,,,
New York  County,,,,,,,,,,,,
,,,,,,,,,,,,
COUNTY,,ELECTION DIST,STATUS,DEM,REP,CON,WOR,IND,GRE,OTH,BLANK,TOTAL
New York,New York,65043,Active,893,42,3,4,21,0,0,134,"1,097"
New York,New York,65043,Inactive,56,3,0,0,1,0,0,10,70
New York,New York,65043,Total,949,45,3,4,22,0,0,144,"1,167"
New York,New York,65044,Active,748,55,1,3,11,1,0,123,942
New York,New York,65044,Inactive,55,7,0,0,5,0,0,9,76
New York,New York,65044,Total,803,62,1,3,16,1,0,132,"1,018"
New York,New York,65045,Active,717,50,0,0,15,1,0,110,893
New York,New York,65045,Inactive,39,3,0,0,3,0,0,9,54
New York,New York,65045,Total,756,53,0,0,18,1,0,119,947
New York,New York,65046,Active,443,44,2,1,14,2,1,74,581
New York,New York,65046,Inactive,23,4,0,0,1,0,0,8,36
New York,New York,65046,Total,466,48,2,1,15,2,1,82,617
New York,New York,65047,Active,415,34,0,0,6,2,1,61,519
New York,New York,65047,Inactive,24,5,0,0,0,0,0,5,34
New York,New York,65047,Total,439,39,0,0,6,2,1,66,553
New York,New York,65048,Active,522,32,1,1,13,2,0,71,642
New York,New York,65048,Inactive,56,2,0,0,4,0,0,15,77
New York,New York,65048,Total,578,34,1,1,17,2,0,86,719
New York,New York,65049,Active,683,49,2,0,30,0,1,142,907
New York,New York,65049,Inactive,31,1,0,0,3,0,0,10,45
New York,New York,65049,Total,714,50,2,0,33,0,1,152,952
,,,,,,,,,,,,
Page 7 of 163,,,,,,,,,,,,
,,,,,,,,,,,,
"NYSVoter Enrollment by Election District, Party Affiliation and Status",,,,,,,,,,,,
"Voters Registered as of November 1, 2014",,,,,,,,,,,,
New York  County,,,,,,,,,,,,
,,,,,,,,,,,,
COUNTY,,ELECTION DIST,STATUS,DEM,REP,CON,WOR,IND,GRE,OTH,BLANK,TOTAL
New York,New York,65050,Active,706,53,2,4,26,2,0,150,943
New York,New York,65050,Inactive,30,1,0,1,1,0,0,12,45
New York,New York,65050,Total,736,54,2,5,27,2,0,162,988
New York,New York,65051,Active,543,55,1,1,14,1,0,89,704
New York,New York,65051,Inactive,44,9,0,1,1,0,0,22,77
New York,New York,65051,Total,587,64,1,2,15,1,0,111,781
New York,New York,65052,Active,417,43,1,0,15,2,0,76,554
New York,New York,65052,Inactive,22,1,0,0,0,1,0,3,27
New York,New York,65052,Total,439,44,1,0,15,3,0,79,581
New York,New York,65053,Active,442,37,1,0,23,1,1,90,595
New York,New York,65053,Inactive,50,6,0,0,0,0,0,7,63
New York,New York,65053,Total,492,43,1,0,23,1,1,97,658
New York,New York,65054,Active,410,54,3,0,7,1,0,87,562
New York,New York,65054,Inactive,41,2,1,0,1,0,0,8,53
New York,New York,65054,Total,451,56,4,0,8,1,0,95,615
New York,New York,65055,Active,419,44,2,3,16,0,0,59,543
New York,New York,65055,Inactive,23,4,0,0,0,0,0,11,38
New York,New York,65055,Total,442,48,2,3,16,0,0,70,581
New York,New York,65056,Active,778,55,0,7,17,2,0,163,"1,022"
New York,New York,65056,Inactive,61,5,0,1,3,0,0,4,74
New York,New York,65056,Total,839,60,0,8,20,2,0,167,"1,096"
,,,,,,,,,,,,
Page 8 of 163,,,,,,,,,,,,
,,,,,,,,,,,,
"NYSVoter Enrollment by Election District, Party Affiliation and Status",,,,,,,,,,,,
"Voters Registered as of November 1, 2014",,,,,,,,,,,,
New York  County,,,,,,,,,,,,
,,,,,,,,,,,,
COUNTY,,ELECTION DIST,STATUS,DEM,REP,CON,WOR,IND,GRE,OTH,BLANK,TOTAL
New York,New York,65057,Active,669,57,4,2,6,0,0,130,868
New York,New York,65057,Inactive,36,5,0,0,0,0,0,15,56
New York,New York,65057,Total,705,62,4,2,6,0,0,145,924
New York,New York,65058,Active,321,39,3,4,18,3,0,182,570
New York,New York,65058,Inactive,63,2,0,0,1,0,1,19,86
New York,New York,65058,Total,384,41,3,4,19,3,1,201,656
New York,New York,65059,Active,700,76,2,1,32,6,0,314,"1,131"
New York,New York,65059,Inactive,59,18,0,0,3,0,0,45,125
New York,New York,65059,Total,759,94,2,1,35,6,0,359,"1,256"
New York,New York,65060,Active,548,37,1,4,13,0,0,274,877
New York,New York,65060,Inactive,58,10,1,0,1,0,0,55,125
New York,New York,65060,Total,606,47,2,4,14,0,0,329,"1,002"
New York,New York,65061,Active,693,69,1,1,21,3,0,299,"1,087"
New York,New York,65061,Inactive,50,6,0,0,2,0,0,37,95
New York,New York,65061,Total,743,75,1,1,23,3,0,336,"1,182"
New York,New York,65062,Active,509,60,1,0,17,3,0,235,825
New York,New York,65062,Inactive,48,4,0,0,4,0,0,29,85
New York,New York,65062,Total,557,64,1,0,21,3,0,264,910
New York,New York,65063,Active,499,89,0,3,29,2,1,270,893
New York,New York,65063,Inactive,55,9,0,0,3,0,0,18,85
New York,New York,65063,Total,554,98,0,3,32,2,1,288,978
,,,,,,,,,,,,
Page 9 of 163,,,,,,,,,,,,
,,,,,,,,,,,,
"NYSVoter Enrollment by Election District, Party Affiliation and Status",,,,,,,,,,,,
"Voters Registered as of November 1, 2014",,,,,,,,,,,,
New York  County,,,,,,,,,,,,
,,,,,,,,,,,,
COUNTY,,ELECTION DIST,STATUS,DEM,REP,CON,WOR,IND,GRE,OTH,BLANK,TOTAL
New York,New York,65064,Active,442,80,1,0,19,1,1,201,745
New York,New York,65064,Inactive,32,9,0,0,3,0,0,17,61
New York,New York,65064,Total,474,89,1,0,22,1,1,218,806
New York,New York,65065,Active,228,40,0,0,19,1,1,117,406
New York,New York,65065,Inactive,28,7,0,0,4,0,0,15,54
New York,New York,65065,Total,256,47,0,0,23,1,1,132,460
New York,New York,65066,Active,257,42,0,2,15,1,0,111,428
New York,New York,65066,Inactive,49,6,0,0,4,0,0,26,85
New York,New York,65066,Total,306,48,0,2,19,1,0,137,513
New York,New York,65067,Active,117,11,0,0,4,1,0,39,172
New York,New York,65067,Inactive,14,1,0,0,0,1,0,5,21
New York,New York,65067,Total,131,12,0,0,4,2,0,44,193
New York,New York,65068,Active,657,113,4,1,39,4,0,232,"1,050"
New York,New York,65068,Inactive,98,16,1,0,8,0,0,58,181
New York,New York,65068,Total,755,129,5,1,47,4,0,290,"1,231"
New York,New York,65069,Active,330,66,0,0,19,2,0,163,580
New York,New York,65069,Inactive,71,13,0,0,7,0,0,36,127
New York,New York,65069,Total,401,79,0,0,26,2,0,199,707
New York,New York,65070,Active,61,12,0,0,3,0,0,40,116
New York,New York,65070,Inactive,17,3,0,0,2,0,0,7,29
New York,New York,65070,Total,78,15,0,0,5,0,0,47,145
,,,,,,,,,,,,
Page 10 of 163,,,,,,,,,,,,
,,,,,,,,,,,,
"NYSVoter Enrollment by Election District, Party Affiliation and Status",,,,,,,,,,,,
"Voters Registered as of November 1, 2014",,,,,,,,,,,,
New York  County,,,,,,,,,,,,
,,,,,,,,,,,,
COUNTY,,ELECTION DIST,STATUS,DEM,REP,CON,WOR,IND,GRE,OTH,BLANK,TOTAL
New York,New York,65071,Active,575,106,2,0,22,0,0,288,993
New York,New York,65071,Inactive,74,14,0,1,7,0,0,48,144
New York,New York,65071,Total,649,120,2,1,29,0,0,336,"1,137"
New York,New York,65072,Active,559,90,2,2,34,4,1,228,920
New York,New York,65072,Inactive,92,25,0,0,10,1,0,45,173
New York,New York,65072,Total,651,115,2,2,44,5,1,273,"1,093"
New York,New York,65073,Active,834,56,0,3,20,0,0,219,"1,132"
New York,New York,65073,Inactive,71,11,0,0,2,0,0,21,105
New York,New York,65073,Total,905,67,0,3,22,0,0,240,"1,237"
New York,New York,65074,Active,719,62,0,2,28,6,1,195,"1,013"
New York,New York,65074,Inactive,84,11,0,0,5,1,0,30,131
New York,New York,65074,Total,803,73,0,2,33,7,1,225,"1,144"
New York,New York,65075,Active,572,64,2,0,32,1,0,196,867
New York,New York,65075,Inactive,61,15,0,0,2,4,0,34,116
New York,New York,65075,Total,633,79,2,0,34,5,0,230,983
New York,New York,65076,Active,605,56,0,2,30,2,0,206,901
New York,New York,65076,Inactive,62,6,0,0,1,0,0,22,91
New York,New York,65076,Total,667,62,0,2,31,2,0,228,992
New York,New York,65077,Active,717,52,2,1,31,7,0,184,994
New York,New York,65077,Inactive,89,9,0,0,5,0,0,36,139
New York,New York,65077,Total,806,61,2,1,36,7,0,220,"1,133"
,,,,,,,,,,,,
Page 11 of 163,,,,,,,,,,,,
,,,,,,,,,,,,
"NYSVoter Enrollment by Election District, Party Affiliation and Status",,,,,,,,,,,,
"Voters Registered as of November 1, 2014",,,,,,,,,,,,
New York  County,,,,,,,,,,,,
,,,,,,,,,,,,
COUNTY,,ELECTION DIST,STATUS,DEM,REP,CON,WOR,IND,GRE,OTH,BLANK,TOTAL
New York,New York,65078,Active,355,29,1,2,20,6,0,108,521
New York,New York,65078,Inactive,93,9,0,1,5,0,0,28,136
New York,New York,65078,Total,448,38,1,3,25,6,0,136,657
New York,New York,65079,Active,586,56,0,2,29,6,0,170,849
New York,New York,65079,Inactive,106,13,2,0,9,4,0,60,194
New York,New York,65079,Total,692,69,2,2,38,10,0,230,"1,043"
New York,New York,65080,Active,562,45,0,4,25,4,1,193,834
New York,New York,65080,Inactive,98,5,1,0,7,2,0,37,150
New York,New York,65080,Total,660,50,1,4,32,6,1,230,984
New York,New York,65081,Active,593,38,2,3,34,3,0,175,848
New York,New York,65081,Inactive,96,3,0,2,5,0,0,38,144
New York,New York,65081,Total,689,41,2,5,39,3,0,213,992
New York,New York,65082,Active,2,0,0,0,0,0,0,0,2
New York,New York,65082,Inactive,0,2,0,0,0,0,0,0,2
New York,New York,65082,Total,2,2,0,0,0,0,0,0,4
New York,New York,65083,Active,412,24,0,2,11,0,1,62,512
New York,New York,65083,Inactive,37,4,0,0,1,0,0,6,48
New York,New York,65083,Total,449,28,0,2,12,0,1,68,560
New York,New York,65084,Active,0,1,0,0,0,0,0,0,1
New York,New York,65084,Inactive,2,0,0,0,0,0,0,1,3
New York,New York,65084,Total,2,1,0,0,0,0,0,1,4
,,,,,,,,,,,,
Page 12 of 163,,,,,,,,,,,,
,,,,,,,,,,,,
"NYSVoter Enrollment by Election District, Party Affiliation and Status",,,,,,,,,,,,
"Voters Registered as of November 1, 2014",,,,,,,,,,,,
New York  County,,,,,,,,,,,,
,,,,,,,,,,,,
COUNTY,,ELECTION DIST,STATUS,DEM,REP,CON,WOR,IND,GRE,OTH,BLANK,TOTAL
New York,New York,65085,Active,295,114,1,0,40,2,1,182,635
New York,New York,65085,Inactive,116,39,2,0,12,2,0,57,228
New York,New York,65085,Total,411,153,3,0,52,4,1,239,863
New York,New York,65086,Active,195,71,1,0,18,0,0,93,378
New York,New York,65086,Inactive,45,13,0,0,2,0,1,21,82
New York,New York,65086,Total,240,84,1,0,20,0,1,114,460
New York,New York,65087,Active,333,87,4,0,30,3,2,187,646
New York,New York,65087,Inactive,82,24,0,0,8,0,0,36,150
New York,New York,65087,Total,415,111,4,0,38,3,2,223,796
New York,New York,65088,Active,435,126,3,0,27,1,2,195,789
New York,New York,65088,Inactive,95,22,0,0,11,0,0,30,158
New York,New York,65088,Total,530,148,3,0,38,1,2,225,947
New York,New York,65089,Active,290,116,1,2,31,0,2,164,606
New York,New York,65089,Inactive,77,33,0,0,8,1,0,32,151
New York,New York,65089,Total,367,149,1,2,39,1,2,196,757
New York,New York,65090,Active,296,105,1,0,26,0,1,141,570
New York,New York,65090,Inactive,61,20,0,0,6,0,0,28,115
New York,New York,65090,Total,357,125,1,0,32,0,1,169,685
New York,New York,65091,Active,284,72,5,4,34,0,3,109,511
New York,New York,65091,Inactive,59,11,2,0,3,0,2,21,98
New York,New York,65091,Total,343,83,7,4,37,0,5,130,609
,,,,,,,,,,,,
Page 13 of 163,,,,,,,,,,,,
,,,,,,,,,,,,
"NYSVoter Enrollment by Election District, Party Affiliation and Status",,,,,,,,,,,,
"Voters Registered as of November 1, 2014",,,,,,,,,,,,
New York  County,,,,,,,,,,,,
,,,,,,,,,,,,
COUNTY,,ELECTION DIST,STATUS,DEM,REP,CON,WOR,IND,GRE,OTH,BLANK,TOTAL
New York,New York,65092,Active,189,55,2,0,12,1,0,59,318
New York,New York,65092,Inactive,23,12,0,0,0,0,0,12,47
New York,New York,65092,Total,212,67,2,0,12,1,0,71,365
New York,New York,65093,Active,259,81,1,2,40,3,1,141,528
New York,New York,65093,Inactive,39,14,0,0,4,0,0,20,77
New York,New York,65093,Total,298,95,1,2,44,3,1,161,605
New York,New York,66001,Active,460,177,3,1,54,0,1,239,935
New York,New York,66001,Inactive,92,61,0,1,15,0,0,54,223
New York,New York,66001,Total,552,238,3,2,69,0,1,293,"1,158"
New York,New York,66002,Active,539,171,0,1,43,4,0,213,971
New York,New York,66002,Inactive,160,69,0,1,14,0,0,59,303
New York,New York,66002,Total,699,240,0,2,57,4,0,272,"1,274"
New York,New York,66003,Active,599,185,0,2,42,1,4,260,"1,093"
New York,New York,66003,Inactive,84,36,0,0,10,0,0,52,182
New York,New York,66003,Total,683,221,0,2,52,1,4,312,"1,275"
New York,New York,66004,Active,472,166,1,0,42,2,2,226,911
New York,New York,66004,Inactive,93,46,0,1,16,0,0,72,228
New York,New York,66004,Total,565,212,1,1,58,2,2,298,"1,139"
New York,New York,66005,Active,401,86,0,0,15,2,0,121,625
New York,New York,66005,Inactive,23,9,0,0,2,0,0,21,55
New York,New York,66005,Total,424,95,0,0,17,2,0,142,680
,,,,,,,,,,,,
Page 14 of 163,,,,,,,,,,,,
,,,,,,,,,,,,
"NYSVoter Enrollment by Election District, Party Affiliation and Status",,,,,,,,,,,,
"Voters Registered as of November 1, 2014",,,,,,,,,,,,
New York  County,,,,,,,,,,,,
,,,,,,,,,,,,
COUNTY,,ELECTION DIST,STATUS,DEM,REP,CON,WOR,IND,GRE,OTH,BLANK,TOTAL
New York,New York,66006,Active,683,159,0,3,45,1,1,230,"1,122"
New York,New York,66006,Inactive,74,26,0,0,8,0,0,42,150
New York,New York,66006,Total,757,185,0,3,53,1,1,272,"1,272"
New York,New York,66007,Active,446,169,0,1,48,0,1,232,897
New York,New York,66007,Inactive,80,36,0,0,15,0,1,50,182
New York,New York,66007,Total,526,205,0,1,63,0,2,282,"1,079"
New York,New York,66008,Active,782,123,3,1,29,0,2,165,"1,105"
New York,New York,66008,Inactive,89,30,1,0,9,0,0,35,164
New York,New York,66008,Total,871,153,4,1,38,0,2,200,"1,269"
New York,New York,66009,Active,633,120,3,1,37,3,1,221,"1,019"
New York,New York,66009,Inactive,52,3,0,0,5,0,0,23,83
New York,New York,66009,Total,685,123,3,1,42,3,1,244,"1,102"
New York,New York,66010,Active,755,139,1,2,46,11,2,269,"1,225"
New York,New York,66010,Inactive,60,19,0,0,6,0,0,22,107
New York,New York,66010,Total,815,158,1,2,52,11,2,291,"1,332"
New York,New York,66011,Active,697,86,3,6,33,4,0,146,975
New York,New York,66011,Inactive,120,24,0,0,7,0,0,33,184
New York,New York,66011,Total,817,110,3,6,40,4,0,179,"1,159"
New York,New York,66012,Active,547,157,2,1,47,1,0,169,924
New York,New York,66012,Inactive,46,28,0,0,6,2,0,17,99
New York,New York,66012,Total,593,185,2,1,53,3,0,186,"1,023"
,,,,,,,,,,,,
Page 15 of 163,,,,,,,,,,,,
,,,,,,,,,,,,
"NYSVoter Enrollment by Election District, Party Affiliation and Status",,,,,,,,,,,,
"Voters Registered as of November 1, 2014",,,,,,,,,,,,
New York  County,,,,,,,,,,,,
,,,,,,,,,,,,
COUNTY,,ELECTION DIST,STATUS,DEM,REP,CON,WOR,IND,GRE,OTH,BLANK,TOTAL
New York,New York,66013,Active,298,59,0,0,28,2,1,93,481
New York,New York,66013,Inactive,29,13,0,1,1,0,0,15,59
New York,New York,66013,Total,327,72,0,1,29,2,1,108,540
New York,New York,66014,Active,323,31,0,0,16,2,0,98,470
New York,New York,66014,Inactive,37,9,0,0,2,0,0,20,68
New York,New York,66014,Total,360,40,0,0,18,2,0,118,538
New York,New York,66015,Active,371,60,1,0,22,0,0,123,577
New York,New York,66015,Inactive,34,6,0,0,2,0,0,19,61
New York,New York,66015,Total,405,66,1,0,24,0,0,142,638
New York,New York,66016,Active,16,2,0,0,2,0,0,6,26
New York,New York,66016,Total,16,2,0,0,2,0,0,6,26
New York,New York,66017,Active,27,2,0,0,0,0,0,12,41
New York,New York,66017,Inactive,0,0,0,0,0,0,0,2,2
New York,New York,66017,Total,27,2,0,0,0,0,0,14,43
New York,New York,66018,Active,684,103,1,0,36,4,0,207,"1,035"
New York,New York,66018,Inactive,76,19,0,0,9,0,0,25,129
New York,New York,66018,Total,760,122,1,0,45,4,0,232,"1,164"
New York,New York,66019,Active,641,77,1,1,39,4,1,189,953
New York,New York,66019,Inactive,109,19,1,0,9,1,0,48,187
New York,New York,66019,Total,750,96,2,1,48,5,1,237,"1,140"
New York,,New York 66020,Active,402,70,0,1,30,2,0,176,681
,,,,,,,,,,,,
Page 16 of 163,,,,,,,,,,,,
,,,,,,,,,,,,
"NYSVoter Enrollment by Election District, Party Affiliation and Status",,,,,,,,,,,,
"Voters Registered as of November 1, 2014",,,,,,,,,,,,
New York  County,,,,,,,,,,,,
,,,,,,,,,,,,
COUNTY,,ELECTION DIST,STATUS,DEM,REP,CON,WOR,IND,GRE,OTH,BLANK,TOTAL
New York,New York,66020,Inactive,86,18,1,0,5,2,0,43,155
