"NYSVoter Enrollment by Election District, Party Affiliation and Status",,,,,,,,,,,,
"Voters Registered as of November 1, 2014",,,,,,,,,,,,
Kings  County,,,,,,,,,,,,
,,,,,,,,,,,,
COUNTY,,ELECTION DIST,STATUS,DEM,REP,CON,WOR,IND,GRE,OTH,BLANK,TOTAL
Kings,Kings,57074,Inactive,96,2,0,1,6,3,0,29,137
Kings,Kings,57074,Total,873,31,0,9,28,7,0,178,"1,126"
Kings,Kings,57075,Active,848,21,1,11,18,2,0,142,"1,043"
Kings,Kings,57075,Inactive,121,6,0,1,2,0,0,20,150
Kings,Kings,57075,Total,969,27,1,12,20,2,0,162,"1,193"
Kings,Kings,57076,Active,715,30,2,6,32,6,0,135,926
Kings,Kings,57076,Inactive,142,3,0,1,2,2,0,34,184
Kings,Kings,57076,Total,857,33,2,7,34,8,0,169,"1,110"
,,,,,,,,,,,,
Page 195 of 235,,,,,,,,,,,,
,,,,,,,,,,,,
"NYSVoter Enrollment by Election District, Party Affiliation and Status",,,,,,,,,,,,
"Voters Registered as of November 1, 2014",,,,,,,,,,,,
Kings  County,,,,,,,,,,,,
,,,,,,,,,,,,
COUNTY,,ELECTION DIST,STATUS,DEM,REP,CON,WOR,IND,GRE,OTH,BLANK,TOTAL
Kings,Kings,57077,Active,285,17,0,3,12,1,0,61,379
Kings,Kings,57077,Inactive,36,0,0,0,3,1,0,10,50
Kings,Kings,57077,Total,321,17,0,3,15,2,0,71,429
Kings,Kings,57078,Active,684,37,0,5,21,1,0,99,847
Kings,Kings,57078,Inactive,100,6,0,2,2,1,0,18,129
Kings,Kings,57078,Total,784,43,0,7,23,2,0,117,976
Kings,Kings,57079,Active,755,26,0,5,16,3,0,132,937
Kings,Kings,57079,Inactive,79,3,0,1,4,2,0,15,104
Kings,Kings,57079,Total,834,29,0,6,20,5,0,147,"1,041"
Kings,Kings,57080,Active,834,22,1,9,16,3,0,123,"1,008"
Kings,Kings,57080,Inactive,89,5,1,1,5,0,0,15,116
Kings,Kings,57080,Total,923,27,2,10,21,3,0,138,"1,124"
Kings,Kings,57081,Active,844,39,1,11,35,5,0,141,"1,076"
Kings,Kings,57081,Inactive,96,4,0,1,2,2,0,42,147
Kings,Kings,57081,Total,940,43,1,12,37,7,0,183,"1,223"
Kings,Kings,57082,Active,382,20,1,4,10,1,0,52,470
Kings,Kings,57082,Inactive,47,2,0,0,2,1,0,6,58
Kings,Kings,57082,Total,429,22,1,4,12,2,0,58,528
Kings,Kings,57083,Active,717,34,2,4,13,2,0,114,886
Kings,Kings,57083,Inactive,57,6,0,0,1,0,0,10,74
Kings,Kings,57083,Total,774,40,2,4,14,2,0,124,960
,,,,,,,,,,,,
Page 196 of 235,,,,,,,,,,,,
,,,,,,,,,,,,
"NYSVoter Enrollment by Election District, Party Affiliation and Status",,,,,,,,,,,,
